ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
4064992,2147483475,1,1
4067285,2147483609,5,5
4067285,2147483611,5,5
4067285,2147483613,5,5
4071828,2147483305,3,3
4071828,2147483514,3,3
4072499,2147483148,5,5
4072499,2147483219,5,5
4072499,2147483220,4,4
4072499,2147483221,4,4
4072499,2147483223,3,3
4072499,2147483225,4,4
4072499,2147483227,4,4
4072499,2147483260,5,5
4072499,2147483305,3,3
4072499,2147483502,8,8
4072499,2147483514,3,3
4072499,2147483593,5,5
4072499,2147483644,6,6
4076787,2147483260,1,1
4076788,2147483260,2,2
4078389,2147483638,1,1
4078389,2147483639,1,1
4078442,2147483611,4,5
4078442,2147483616,2,2
4078442,2147483617,1,2
4078460,2147483097,3,3
4078460,2147483098,3,3
4078460,2147483099,3,3
4078460,2147483100,3,3
4078460,2147483101,3,3
4078460,2147483102,3,3
4078460,2147483103,3,3
4078460,2147483104,3,3
4078460,2147483105,3,3
4078460,2147483224,3,3
4078460,2147483228,2,2
4078460,2147483295,3,3
4078460,2147483502,5,5
4078460,2147483509,5,6
4078460,2147483510,5,6
4078460,2147483511,5,6
4078460,2147483608,3,3
4078460,2147483622,4,4
4078460,2147483633,5,5
4078460,2147483635,5,6
4078460,2147483636,3,4
4078475,2147483625,4,4
4079711,2147483613,6,6
4080549,2147483614,2,2
4081168,2147483591,2,2
4081168,2147483596,2,2
4081168,2147483597,2,2
4081168,2147483604,2,2
4081548,2147483620,2,2
4081548,2147483621,2,2
4081838,2147483123,4,4
4081838,2147483626,3,3
4081874,2147483291,2,2
4081874,2147483620,3,3
4081874,2147483621,3,3
4081912,2147483210,3,3
4081912,2147483216,5,5
4081912,2147483555,2,2
4081912,2147483556,2,2
4081912,2147483557,2,2
4081912,2147483562,2,2
4081912,2147483600,6,6
4081912,2147483601,6,6
4082264,2147483502,6,6
4082264,2147483644,4,4
4082580,2147483526,2,2
4082696,2147483635,3,3
4083171,2147483120,1,1
4083973,2147483217,1,1
4085418,2147483470,1,1
4085703,2147483623,2,2
4085710,2147483502,5,5
4085710,2147483644,3,3
4086154,2147483093,5,5
4086154,2147483094,5,5
4086154,2147483095,5,5
4086154,2147483096,5,5
4086154,2147483106,5,5
4086154,2147483107,4,4
4086154,2147483108,4,4
4086154,2147483132,6,6
4086154,2147483139,5,6
4086154,2147483140,4,4
4086154,2147483141,3,3
4086154,2147483142,3,3
4086154,2147483143,3,3
4086154,2147483145,3,3
4086154,2147483210,4,4
4086154,2147483216,6,6
4086154,2147483217,5,5
4086154,2147483246,5,5
4086154,2147483287,5,5
4086154,2147483304,4,4
4086154,2147483480,5,5
4086154,2147483481,5,5
4086154,2147483482,5,5
4086154,2147483483,5,5
4086154,2147483484,6,6
4086154,2147483485,6,6
4086154,2147483503,6,6
4086154,2147483504,6,6
4086154,2147483505,6,6
4086154,2147483506,6,6
4086154,2147483547,6,6
4086154,2147483555,3,3
4086154,2147483556,3,3
4086154,2147483557,3,3
4086154,2147483562,3,3
4086154,2147483563,3,3
4086154,2147483564,3,3
4086154,2147483600,4,7
4086154,2147483601,4,7
4086154,2147483641,5,5
4086154,2147483642,5,5
4086154,2147483643,5,5
4086522,2147483080,1,1
4086846,2147483546,2,2
4086847,2147483546,1,1
4086988,2147483080,4,4
4087023,2147483305,3,3
4087023,2147483514,3,3
4087494,2147483077,2,2
4087494,2147483078,2,2
4087619,2147483172,1,1
4087619,2147483174,1,1
4087619,2147483178,1,1
4087619,2147483179,1,1
4088217,2147483617,3,4
4089147,2147483607,2,2
4089214,2147483218,5,5
4089935,2147483570,2,2
4089935,2147483574,1,1
4090320,2147483239,4,4
4090320,2147483240,4,4
4090320,2147483242,3,3
4090320,2147483474,2,2
4090320,2147483475,2,2
4090320,2147483568,5,5
4090320,2147483569,5,5
4090320,2147483570,3,3
4090320,2147483574,2,2
4090320,2147483646,2,2
4090658,2147483239,3,3
4090658,2147483240,3,3
4090661,2147483568,4,4
4090661,2147483569,4,4
4090662,2147483568,3,3
4090662,2147483569,3,3
4090947,2147483077,3,3
4090947,2147483078,3,3
4092121,2147483182,2,2
4092714,2147483558,2,2
4092714,2147483559,2,2
4092714,2147483560,2,2
4092714,2147483561,2,2
4093185,2147483247,1,1
4093831,2147483546,3,3
4093979,2147483080,2,2
4094031,2147483600,3,3
4094031,2147483601,3,3
4095610,2147483109,3,3
4095610,2147483110,3,3
4096101,2147483123,2,2
4098046,2147483123,1,1
4098799,2147483644,1,1
4100357,2147483608,3,3
4100357,2147483633,5,5
4100357,2147483635,5,6
4100357,2147483636,3,3
4100906,2147483216,2,2
4100907,2147483216,1,1
4101694,2147483570,1,1
4104795,2147483533,5,5
4104795,2147483624,4,4
4104795,2147483628,3,3
4105564,2147483217,3,3
4105895,2147483619,2,2
4107649,2147483295,1,1
4108020,2147483132,2,2
4108020,2147483246,1,1
4108146,2147483641,2,2
4108146,2147483642,2,2
4108146,2147483643,2,2
4108290,2147483501,1,1
4108442,2147483645,1,1
4108449,2147483242,2,2
4108450,2147483571,1,1
4108462,2147483269,2,2
4108463,2147483306,1,1
4108616,2147483097,3,3
4108616,2147483098,3,3
4108616,2147483099,3,3
4108616,2147483100,3,3
4108616,2147483101,3,3
4108616,2147483102,3,3
4108616,2147483103,3,3
4108616,2147483104,3,3
4108616,2147483105,3,3
4108616,2147483224,3,3
4108616,2147483295,3,3
4108616,2147483590,2,2
4108616,2147483602,4,4
4108616,2147483603,2,2
4109665,2147483097,2,2
4109665,2147483098,2,2
4109665,2147483099,2,2
4109665,2147483100,2,2
4109665,2147483101,2,2
4109665,2147483102,2,2
4109665,2147483103,2,2
4109665,2147483104,2,2
4109665,2147483105,2,2
4109665,2147483224,2,2
4109665,2147483295,2,2
4110275,2147483111,3,3
4110275,2147483112,3,3
4110275,2147483113,3,3
4110275,2147483114,3,3
4110275,2147483115,3,3
4110275,2147483116,3,3
4110275,2147483149,3,3
4110275,2147483150,3,3
4110275,2147483151,3,3
4110275,2147483152,3,3
4110275,2147483153,3,3
4110275,2147483154,3,3
4110275,2147483155,3,3
4110275,2147483156,3,3
4110275,2147483157,3,3
4110275,2147483158,3,3
4110275,2147483159,3,3
4110275,2147483161,3,3
4110275,2147483211,3,3
4110275,2147483212,3,3
4110275,2147483213,3,3
4110275,2147483214,3,3
4110275,2147483215,3,3
4110275,2147483229,3,3
4110275,2147483230,3,3
4110275,2147483518,4,4
4110275,2147483519,4,4
4110275,2147483520,4,4
4110275,2147483521,4,4
4110275,2147483522,4,4
4110275,2147483523,4,4
4110275,2147483524,4,4
4110275,2147483525,4,4
4110275,2147483538,3,3
4110275,2147483539,2,2
4110275,2147483540,2,2
4110275,2147483541,2,2
4110275,2147483542,2,2
4110275,2147483543,2,2
4110612,2147483132,1,1
4111207,2147483210,2,2
4111522,2147483097,3,4
4111522,2147483098,3,4
4111522,2147483099,3,4
4111522,2147483100,3,4
4111522,2147483101,3,4
4111522,2147483102,3,4
4111522,2147483103,3,4
4111522,2147483104,3,4
4111522,2147483105,3,4
4111522,2147483224,3,4
4111522,2147483295,4,4
4111522,2147483590,3,3
4111522,2147483602,5,5
4111522,2147483603,3,3
4112897,2147483182,4,4
4112897,2147483183,2,2
4113006,2147483132,4,4
4113006,2147483246,3,3
4113162,2147483132,3,3
4113162,2147483246,2,2
4115338,2147483609,3,3
4117762,2147483633,3,3
4117764,2147483633,2,2
4117957,2147483139,4,5
4118601,2147483509,5,6
4118601,2147483510,5,6
4118601,2147483511,5,6
4118608,2147483608,2,2
4118608,2147483613,4,4
4118608,2147483615,4,4
4118608,2147483622,2,2
4118608,2147483623,3,3
4120665,2147483266,4,4
4120665,2147483267,4,4
4120746,2147483547,4,4
4120835,2147483635,3,3
4120837,2147483633,3,3
4121042,2147483507,4,5
4121042,2147483613,4,4
4121042,2147483614,4,4
4121042,2147483615,5,5
4121042,2147483618,4,4
4121042,2147483619,4,4
4121042,2147483620,4,4
4121042,2147483621,4,4
4121315,2147483097,2,2
4121315,2147483098,2,2
4121315,2147483099,2,2
4121315,2147483100,2,2
4121315,2147483101,2,2
4121315,2147483102,2,2
4121315,2147483103,2,2
4121315,2147483104,2,2
4121315,2147483105,2,2
4121315,2147483224,2,2
4122811,2147483635,2,2
4122814,2147483533,6,6
4122814,2147483534,5,5
4122814,2147483535,5,5
4122814,2147483536,2,2
4122944,2147483469,2,2
4122944,2147483470,4,4
4122950,2147483623,2,2
4122951,2147483613,3,3
4123848,2147483139,3,3
4124244,2147483635,4,4
4124406,2147483509,4,4
4124406,2147483510,4,4
4124406,2147483511,4,4
4124573,2147483613,3,4
4124573,2147483614,4,4
4124573,2147483615,3,3
4124573,2147483622,3,3
4124573,2147483623,3,3
4124573,2147483624,3,3
4124574,2147483613,2,2
4124574,2147483623,2,2
4125350,2147483533,3,3
4125355,2147483633,3,3
4125355,2147483635,4,4
4125355,2147483636,2,2
4125501,2147483633,3,3
4125501,2147483635,4,4
4125522,2147483536,2,2
4125533,2147483470,2,2
4125534,2147483615,3,3
4126705,2147483266,5,8
4126705,2147483267,5,8
4126842,2147483277,1,1
4127378,2147483547,3,3
4127667,2147483547,1,1
4127985,2147483625,1,1
4128088,2147483305,2,2
4128088,2147483514,2,2
4130003,2147483566,2,2
4130729,2147483123,2,2
4132134,2147483526,1,1
4132647,2147483609,6,7
4132647,2147483613,5,5
4132663,2147483625,2,2
4133169,2147483611,5,5
4134423,2147483616,2,2
4134423,2147483620,3,3
4134423,2147483621,3,3
4134423,2147483638,4,4
4134423,2147483639,4,4
4134602,2147483638,3,3
4134602,2147483639,3,3
4136235,2147483533,4,4
4136235,2147483534,3,3
4136235,2147483535,3,3
4137401,2147483533,3,3
4140539,2147483615,3,3
4140903,2147483518,1,1
4140903,2147483519,1,1
4140903,2147483520,1,1
4140903,2147483521,1,1
4140903,2147483522,1,1
4140903,2147483523,1,1
4140903,2147483524,1,1
4140903,2147483525,1,1
4144212,2147483613,4,4
4144247,2147483563,1,1
4144247,2147483564,1,1
4145042,2147483617,1,2
4145739,2147483533,2,2
4147860,2147483109,4,4
4147860,2147483110,4,4
4147860,2147483501,4,5
4147894,2147483611,6,6
4148769,2147483638,2,2
4148769,2147483639,2,2
4148909,2147483644,2,2
4148948,2147483609,5,7
4148948,2147483617,2,3
4150612,2147483082,1,1
4151888,2147483602,2,2
4152154,2147483613,2,2
4152154,2147483614,2,2
4152154,2147483615,3,3
4152154,2147483618,2,2
4152154,2147483619,2,2
4152154,2147483620,2,2
4152154,2147483621,2,2
4152517,2147483277,3,3
4153046,2147483244,1,1
4153046,2147483291,2,2
4154153,2147483216,3,3
4154745,2147483502,3,3
4154920,2147483596,1,1
4154920,2147483597,1,1
4155790,2147483590,2,2
4155790,2147483602,4,4
4155790,2147483603,2,2
4155793,2147483469,3,4
4155793,2147483470,5,6
4155793,2147483507,5,6
4155793,2147483509,5,8
4155793,2147483510,5,8
4155793,2147483511,5,8
4155793,2147483533,5,7
4155793,2147483534,5,5
4155793,2147483535,5,5
4155793,2147483536,4,4
4155793,2147483608,4,5
4155793,2147483613,5,6
4155793,2147483614,5,6
4155793,2147483615,5,6
4155793,2147483622,4,5
4155793,2147483623,5,5
4155793,2147483624,5,6
4155793,2147483628,4,5
4155793,2147483629,4,4
4155793,2147483630,5,5
4155793,2147483633,5,7
4155793,2147483635,4,7
4155793,2147483636,4,5
4155794,2147483533,5,7
4155794,2147483534,4,6
4155794,2147483535,4,6
4155794,2147483536,3,4
4156054,2147483635,3,3
4156229,2147483266,6,6
4156229,2147483267,6,6
4156363,2147483268,4,5
4156503,2147483136,1,1
4157120,2147483111,2,2
4157120,2147483112,2,2
4157120,2147483113,2,2
4157120,2147483114,2,2
4157120,2147483115,2,2
4157120,2147483116,2,2
4157120,2147483149,2,2
4157120,2147483150,2,2
4157120,2147483151,2,2
4157120,2147483152,2,2
4157120,2147483153,2,2
4157120,2147483154,2,2
4157120,2147483155,2,2
4157120,2147483156,2,2
4157120,2147483157,2,2
4157120,2147483158,2,2
4157120,2147483159,2,2
4157120,2147483161,2,2
4157120,2147483211,2,2
4157120,2147483212,2,2
4157120,2147483213,2,2
4157120,2147483214,2,2
4157120,2147483215,2,2
4157120,2147483229,2,2
4157120,2147483230,2,2
4157120,2147483518,3,3
4157120,2147483519,3,3
4157120,2147483520,3,3
4157120,2147483521,3,3
4157120,2147483522,3,3
4157120,2147483523,3,3
4157120,2147483524,3,3
4157120,2147483525,3,3
4157120,2147483538,2,2
4157120,2147483539,1,1
4157120,2147483540,1,1
4157120,2147483541,1,1
4157120,2147483542,1,1
4157120,2147483543,1,1
4158691,2147483620,3,3
4158691,2147483621,3,3
4158880,2147483161,1,1
4158958,2147483220,2,2
4158958,2147483221,2,2
4159949,2147483609,6,8
4159949,2147483617,3,4
4159959,2147483609,4,4
4159960,2147483635,3,3
4160709,2147483618,1,1
4160711,2147483613,1,1
4160914,2147483533,4,6
4160914,2147483534,3,5
4160914,2147483535,3,5
4160914,2147483536,3,3
4162054,2147483617,4,5
4162054,2147483619,3,3
4163026,2147483533,5,6
4163026,2147483534,5,5
4163026,2147483535,5,5
4163873,2147483644,3,3
4164278,2147483611,3,3
4168140,2147483502,4,4
4168166,2147483609,4,5
4169265,2147483266,4,7
4169265,2147483267,4,7
4169417,2147483139,3,3
4170084,2147483139,2,2
4170914,2147483608,1,1
4171408,2147483615,2,2
4171700,2147483533,4,4
4172515,2147483617,3,4
4174554,2147483228,1,1
4175050,2147483277,2,2
4176642,2147483220,5,5
4176642,2147483221,5,5
4176642,2147483507,5,6
4176642,2147483508,4,4
4176642,2147483509,7,7
4176642,2147483510,7,7
4176642,2147483511,7,7
4176642,2147483513,4,4
4176642,2147483613,5,5
4176642,2147483614,5,5
4176642,2147483615,6,6
4176642,2147483617,4,5
4176642,2147483618,5,5
4176642,2147483619,5,5
4176642,2147483620,5,5
4176642,2147483621,5,5
4176642,2147483644,6,6
4176967,2147483615,4,4
4177094,2147483507,5,5
4177094,2147483509,5,7
4177094,2147483510,5,7
4177094,2147483511,5,7
4177209,2147483502,2,2
4178367,2147483469,4,4
4178367,2147483470,6,6
4178367,2147483471,2,2
4178367,2147483472,2,2
4178367,2147483533,4,7
4178367,2147483608,4,5
4178367,2147483612,2,2
4178367,2147483613,4,6
4178367,2147483614,4,6
4178367,2147483615,5,6
4178367,2147483618,4,4
4178367,2147483619,4,4
4178367,2147483620,4,4
4178367,2147483621,4,4
4178367,2147483622,4,5
4178367,2147483623,5,5
4178367,2147483624,5,6
4178367,2147483628,3,5
4178367,2147483629,3,4
4178367,2147483630,4,5
4178367,2147483631,2,2
4178367,2147483632,2,2
4178367,2147483633,5,7
4178367,2147483635,6,7
4178367,2147483636,4,5
4178498,2147483172,3,3
4178498,2147483174,3,3
4178498,2147483178,3,3
4178498,2147483179,3,3
4178787,2147483611,2,2
4178831,2147483533,5,6
4178831,2147483534,4,5
4178831,2147483535,4,5
4178831,2147483536,3,3
4178835,2147483120,2,2
4178946,2147483624,3,3
4178946,2147483628,2,2
4178947,2147483630,3,3
4179841,2147483080,5,5
4179841,2147483172,4,4
4179841,2147483174,4,4
4179841,2147483178,4,4
4179841,2147483179,4,4
4179845,2147483172,2,2
4179845,2147483174,2,2
4179845,2147483178,2,2
4179845,2147483179,2,2
4179874,2147483277,4,4
4180004,2147483608,2,2
4180004,2147483633,4,4
4180004,2147483635,4,5
4180004,2147483636,2,2
4180160,2147483624,4,4
4180160,2147483628,3,3
4180627,2147483097,5,6
4180627,2147483098,5,6
4180627,2147483099,5,6
4180627,2147483100,5,6
4180627,2147483101,5,6
4180627,2147483102,5,6
4180627,2147483103,5,6
4180627,2147483104,5,6
4180627,2147483105,5,6
4180627,2147483224,5,6
4180627,2147483228,3,5
4180627,2147483291,5,5
4180627,2147483295,4,7
4180627,2147483469,4,6
4180627,2147483470,6,8
4180627,2147483502,6,8
4180627,2147483507,6,8
4180627,2147483509,6,9
4180627,2147483510,6,9
4180627,2147483511,6,9
4180627,2147483533,6,10
4180627,2147483534,5,9
4180627,2147483535,5,9
4180627,2147483536,4,7
4180627,2147483549,5,5
4180627,2147483551,5,5
4180627,2147483590,4,5
4180627,2147483602,6,7
4180627,2147483603,4,5
4180627,2147483608,4,6
4180627,2147483609,7,11
4180627,2147483611,7,11
4180627,2147483613,4,10
4180627,2147483614,4,8
4180627,2147483615,5,9
4180627,2147483617,5,7
4180627,2147483622,4,9
4180627,2147483623,5,8
4180627,2147483624,5,8
4180627,2147483628,5,7
4180627,2147483629,5,7
4180627,2147483630,6,8
4180627,2147483633,5,10
4180627,2147483635,5,9
4180627,2147483636,5,7
4180627,2147483638,5,6
4180627,2147483639,5,6
4180627,2147483644,5,6
4180653,2147483509,5,5
4180653,2147483510,5,5
4180653,2147483511,5,5
4180653,2147483644,4,4
4180765,2147483635,4,4
4180938,2147483469,4,5
4180938,2147483470,6,7
4180938,2147483471,3,3
4180938,2147483472,3,3
4180938,2147483507,5,7
4180938,2147483509,6,9
4180938,2147483510,6,9
4180938,2147483511,6,9
4180938,2147483533,5,8
4180938,2147483534,4,6
4180938,2147483535,4,6
4180938,2147483536,4,5
4180938,2147483608,5,6
4180938,2147483612,3,3
4180938,2147483613,5,7
4180938,2147483614,5,7
4180938,2147483615,6,7
4180938,2147483618,5,5
4180938,2147483619,5,5
4180938,2147483620,5,5
4180938,2147483621,5,5
4180938,2147483622,5,6
4180938,2147483623,6,6
4180938,2147483624,6,7
4180938,2147483628,4,6
4180938,2147483629,4,5
4180938,2147483630,5,6
4180938,2147483631,3,3
4180938,2147483632,3,3
4180938,2147483633,6,8
4180938,2147483635,5,8
4180938,2147483636,5,6
4180941,2147483123,2,2
4180941,2147483244,3,3
4180941,2147483291,3,4
4180941,2147483509,5,5
4180941,2147483510,5,5
4180941,2147483511,5,5
4180941,2147483593,2,2
4180941,2147483611,5,6
4180941,2147483616,3,3
4180941,2147483617,2,5
4180941,2147483620,4,4
4180941,2147483621,4,4
4180941,2147483638,5,5
4180941,2147483639,5,5
4181041,2147483080,3,3
4181044,2147483552,2,2
4181165,2147483611,3,4
4181322,2147483609,6,8
4181322,2147483613,3,3
4181663,2147483077,5,5
4181663,2147483078,5,5
4181663,2147483080,7,7
4181663,2147483082,5,5
4181663,2147483093,6,6
4181663,2147483094,6,6
4181663,2147483095,6,6
4181663,2147483096,6,6
4181663,2147483106,6,6
4181663,2147483107,5,5
4181663,2147483108,5,5
4181663,2147483109,7,9
4181663,2147483110,7,9
4181663,2147483118,4,4
4181663,2147483119,4,4
4181663,2147483121,4,4
4181663,2147483122,4,4
4181663,2147483132,7,7
4181663,2147483134,7,8
4181663,2147483135,6,6
4181663,2147483138,7,7
4181663,2147483139,6,7
4181663,2147483140,5,7
4181663,2147483141,4,4
4181663,2147483142,4,4
4181663,2147483143,4,4
4181663,2147483144,8,8
4181663,2147483145,4,4
4181663,2147483146,5,5
4181663,2147483147,6,6
4181663,2147483160,4,4
4181663,2147483162,5,5
4181663,2147483163,4,4
4181663,2147483164,4,4
4181663,2147483165,4,4
4181663,2147483166,4,4
4181663,2147483167,3,3
4181663,2147483168,3,3
4181663,2147483169,3,3
4181663,2147483170,3,3
4181663,2147483172,6,6
4181663,2147483173,4,4
4181663,2147483174,6,6
4181663,2147483175,4,4
4181663,2147483176,4,4
4181663,2147483177,4,4
4181663,2147483178,6,6
4181663,2147483179,6,6
4181663,2147483182,9,9
4181663,2147483183,7,7
4181663,2147483210,5,5
4181663,2147483216,7,8
4181663,2147483217,6,6
4181663,2147483226,4,4
4181663,2147483235,6,6
4181663,2147483236,6,6
4181663,2147483239,8,8
4181663,2147483240,8,8
4181663,2147483242,7,7
4181663,2147483246,6,6
4181663,2147483247,6,6
4181663,2147483248,4,5
4181663,2147483249,4,5
4181663,2147483250,3,3
4181663,2147483252,5,5
4181663,2147483256,4,4
4181663,2147483258,5,5
4181663,2147483270,4,4
4181663,2147483271,4,4
4181663,2147483272,4,4
4181663,2147483273,4,4
4181663,2147483274,4,4
4181663,2147483275,4,4
4181663,2147483276,4,4
4181663,2147483278,4,4
4181663,2147483279,5,5
4181663,2147483287,6,6
4181663,2147483292,4,4
4181663,2147483293,4,4
4181663,2147483304,5,5
4181663,2147483306,4,4
4181663,2147483474,6,6
4181663,2147483475,6,6
4181663,2147483480,6,6
4181663,2147483481,6,6
4181663,2147483482,6,6
4181663,2147483483,6,6
4181663,2147483484,7,7
4181663,2147483485,7,7
4181663,2147483486,5,5
4181663,2147483487,8,8
4181663,2147483495,5,7
4181663,2147483500,5,5
4181663,2147483501,7,8
4181663,2147483503,7,7
4181663,2147483504,7,7
4181663,2147483505,7,7
4181663,2147483506,7,7
4181663,2147483526,5,5
4181663,2147483546,7,7
4181663,2147483547,7,9
4181663,2147483548,5,6
4181663,2147483550,5,6
4181663,2147483552,5,5
4181663,2147483555,4,4
4181663,2147483556,4,4
4181663,2147483557,4,4
4181663,2147483558,6,6
4181663,2147483559,6,6
4181663,2147483560,6,6
4181663,2147483561,6,6
4181663,2147483562,4,4
4181663,2147483563,4,5
4181663,2147483564,4,5
4181663,2147483568,9,9
4181663,2147483569,9,9
4181663,2147483570,7,7
4181663,2147483571,5,5
4181663,2147483572,5,7
4181663,2147483574,6,6
4181663,2147483575,2,2
4181663,2147483576,2,2
4181663,2147483577,2,2
4181663,2147483578,2,2
4181663,2147483579,2,2
4181663,2147483580,2,2
4181663,2147483581,2,2
4181663,2147483582,2,2
4181663,2147483583,2,2
4181663,2147483584,2,2
4181663,2147483585,2,2
4181663,2147483586,2,2
4181663,2147483589,5,5
4181663,2147483591,7,7
4181663,2147483592,5,5
4181663,2147483594,7,7
4181663,2147483595,7,7
4181663,2147483596,6,7
4181663,2147483597,6,7
4181663,2147483598,5,5
4181663,2147483599,5,5
4181663,2147483600,5,8
4181663,2147483601,5,8
4181663,2147483604,7,7
4181663,2147483606,8,8
4181663,2147483607,8,8
4181663,2147483641,6,7
4181663,2147483642,6,7
4181663,2147483643,6,7
4181663,2147483645,5,5
4181663,2147483646,6,6
4181664,2147483077,4,4
4181664,2147483078,4,4
4181664,2147483080,6,6
4181664,2147483082,4,4
4181664,2147483109,6,8
4181664,2147483110,6,8
4181664,2147483118,3,3
4181664,2147483119,3,3
4181664,2147483121,3,3
4181664,2147483122,3,3
4181664,2147483134,6,7
4181664,2147483135,5,5
4181664,2147483138,6,6
4181664,2147483140,6,6
4181664,2147483144,7,7
4181664,2147483146,4,4
4181664,2147483147,5,5
4181664,2147483160,3,3
4181664,2147483162,4,4
4181664,2147483163,3,3
4181664,2147483164,3,3
4181664,2147483165,3,3
4181664,2147483166,3,3
4181664,2147483167,2,2
4181664,2147483168,2,2
4181664,2147483169,2,2
4181664,2147483170,2,2
4181664,2147483172,5,5
4181664,2147483173,3,3
4181664,2147483174,5,5
4181664,2147483175,3,3
4181664,2147483176,3,3
4181664,2147483177,3,3
4181664,2147483178,5,5
4181664,2147483179,5,5
4181664,2147483182,8,8
4181664,2147483183,6,6
4181664,2147483216,7,7
4181664,2147483226,3,3
4181664,2147483235,5,5
4181664,2147483236,5,5
4181664,2147483239,7,7
4181664,2147483240,7,7
4181664,2147483242,6,6
4181664,2147483247,5,5
4181664,2147483248,4,4
4181664,2147483249,4,4
4181664,2147483252,4,4
4181664,2147483256,3,3
4181664,2147483258,4,4
4181664,2147483270,3,3
4181664,2147483271,3,3
4181664,2147483272,3,3
4181664,2147483273,3,3
4181664,2147483274,3,3
4181664,2147483275,3,3
4181664,2147483276,3,3
4181664,2147483278,3,3
4181664,2147483279,4,4
4181664,2147483292,3,3
4181664,2147483293,3,3
4181664,2147483306,3,3
4181664,2147483474,5,5
4181664,2147483475,5,5
4181664,2147483486,4,4
4181664,2147483487,7,7
4181664,2147483495,5,5
4181664,2147483500,4,4
4181664,2147483501,6,7
4181664,2147483526,4,4
4181664,2147483546,6,6
4181664,2147483547,8,8
4181664,2147483548,5,5
4181664,2147483550,5,5
4181664,2147483552,4,4
4181664,2147483558,5,5
4181664,2147483559,5,5
4181664,2147483560,5,5
4181664,2147483561,5,5
4181664,2147483563,4,4
4181664,2147483564,4,4
4181664,2147483568,8,8
4181664,2147483569,8,8
4181664,2147483570,6,6
4181664,2147483571,4,4
4181664,2147483572,6,6
4181664,2147483574,5,5
4181664,2147483589,4,4
4181664,2147483591,6,6
4181664,2147483592,4,4
4181664,2147483594,6,6
4181664,2147483595,6,6
4181664,2147483596,5,6
4181664,2147483597,5,6
4181664,2147483598,4,4
4181664,2147483599,4,4
4181664,2147483604,6,6
4181664,2147483606,7,7
4181664,2147483607,7,7
4181664,2147483641,6,6
4181664,2147483642,6,6
4181664,2147483643,6,6
4181664,2147483645,4,4
4181664,2147483646,5,5
4181671,2147483140,5,5
4181671,2147483226,2,2
4181671,2147483247,4,4
4181671,2147483552,3,3
4181671,2147483558,4,4
4181671,2147483559,4,4
4181671,2147483560,4,4
4181671,2147483561,4,4
4181671,2147483591,5,5
4181671,2147483596,5,5
4181671,2147483597,5,5
4181671,2147483604,5,5
4183393,2147483093,2,2
4183393,2147483094,2,2
4183393,2147483095,2,2
4183393,2147483096,2,2
4183393,2147483106,2,2
4183393,2147483287,2,2
4183393,2147483480,2,2
4183393,2147483481,2,2
4183393,2147483482,2,2
4183393,2147483483,2,2
4183393,2147483484,3,3
4183393,2147483485,3,3
4184608,2147483549,2,2
4184608,2147483551,2,2
4184974,2147483609,5,5
4185115,2147483609,7,9
4185115,2147483613,4,6
4185601,2147483139,2,2
4185749,2147483109,5,5
4185749,2147483110,5,5
4185749,2147483248,2,2
4185749,2147483249,2,2
4185749,2147483548,3,3
4185749,2147483550,3,3
4185749,2147483592,3,3
4185749,2147483594,5,5
4185749,2147483595,5,5
4185749,2147483596,4,4
4185749,2147483597,4,4
4185749,2147483598,3,3
4185749,2147483599,3,3
4185749,2147483641,5,5
4185749,2147483642,5,5
4185749,2147483643,5,5
4185760,2147483600,3,3
4185760,2147483601,3,3
4186718,2147483139,3,3
4187345,2147483600,1,1
4187345,2147483601,1,1
4187742,2147483572,4,4
4187818,2147483496,1,1
4189517,2147483507,3,4
4190250,2147483109,6,6
4190250,2147483110,6,6
4190250,2147483248,3,3
4190250,2147483249,3,3
4190250,2147483495,6,6
4190250,2147483548,4,4
4190250,2147483550,4,4
4190250,2147483592,4,4
4190250,2147483594,6,6
4190250,2147483595,6,6
4190250,2147483596,5,5
4190250,2147483597,5,5
4190250,2147483598,4,4
4190250,2147483599,4,4
4190250,2147483641,6,6
4190250,2147483642,6,6
4190250,2147483643,6,6
4190387,2147483533,3,3
4190387,2147483534,2,2
4190387,2147483535,2,2
4190496,2147483509,5,6
4190496,2147483510,5,6
4190496,2147483511,5,6
4190496,2147483608,3,4
4190496,2147483635,5,5
4190496,2147483636,3,3
4190693,2147483622,2,2
4190745,2147483139,5,6
4190759,2147483622,3,3
4190759,2147483629,2,2
4190759,2147483633,4,5
4193645,2147483646,1,1
4193699,2147483305,1,1
4193699,2147483514,1,1
4195288,2147483608,3,3
4195288,2147483612,1,1
4195288,2147483613,3,5
4195288,2147483614,3,5
4195288,2147483615,4,5
4195288,2147483618,3,3
4195288,2147483619,3,3
4195288,2147483620,3,3
4195288,2147483621,3,3
4195288,2147483622,3,4
4195288,2147483623,4,4
4195288,2147483624,4,4
4196126,2147483600,4,4
4196126,2147483601,4,4
4196341,2147483469,1,1
4196341,2147483470,3,3
4196881,2147483507,2,2
4197273,2147483607,1,1
4197936,2147483239,2,2
4197936,2147483240,2,2
4198563,2147483216,4,4
4198563,2147483555,1,1
4198563,2147483556,1,1
4198563,2147483557,1,1
4198563,2147483562,1,1
4201696,2147483217,2,2
4201944,2147483097,3,6
4201944,2147483098,3,6
4201944,2147483099,3,6
