"source_code_set","source_category","source_domain","source_code","source_concept_id","source_vocabulary_id","source_description","source_description_synonym","relationship_id","predicate_id","confidence","target_concept_id","target_concept_name","target_vocabulary_id","target_domain_id","author_label","reviewer_label","reviewer_comments","mapping_justification","mapping_tool","mapping_tool_version"
"HPO","HPO","Condition","HP_5201012","37438557","HPO","Incomplete bilateral cleft lip","","Maps to","skos:exactMatch","1","132420","Incomplete bilateral cleft lip","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_5201011","37438556","HPO","Complete bilateral cleft lip","","Maps to","skos:exactMatch","1","137972","Complete bilateral cleft lip","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_5201006","37438551","HPO","Incomplete cleft soft palate","","Maps to","skos:exactMatch","1","4111176","Incomplete cleft of soft palate","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_5201005","37438550","HPO","Complete cleft soft palate","","Maps to","skos:exactMatch","1","4109046","Complete cleft of soft palate","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_5201003","37438548","HPO","Complete cleft hard palate","","Maps to","skos:exactMatch","1","37204657","Complete cleft of hard palate","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_5200134","37438421","HPO","Jumping","","Maps to","skos:exactMatch","1","4241667","Jumping","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_5200119","37438409","HPO","Difficulty understanding humor","","Maps to","skos:exactMatch","1","42689838","Difficulty understanding humour","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_5200069","37438393","HPO","Spinning","","Maps to","skos:exactMatch","1","439383","Vertigo","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_5200052","37438378","HPO","Resistance to trivial environmental changes","","Maps to","skos:exactMatch","1","4085832","Resistance to changes in environment","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_5200038","37438367","HPO","Bradylalia","","Maps to","skos:exactMatch","1","4282992","Bradylalia","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_5200029","37438363","HPO","Social disinhibition","","Maps to","skos:exactMatch","1","4085840","Social disinhibition","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_5200006","37438343","HPO","Loose association","","Maps to","skos:exactMatch","1","4208544","Loosening of associations","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_5200005","37438342","HPO","Abnormal pitch","","Maps to","skos:exactMatch","1","4282913","Abnormal pitch","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_5200001","37438339","HPO","Selective mutism","","Maps to","skos:exactMatch","1","4217365","Elective mutism","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_5000011","37438302","HPO","Anti-GAD65 antibody","","Maps to","skos:exactMatch","1","4310476","Glutamic acid decarboxylase antibody level","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000181","37438259","HPO","Excessive dental attrition","","Maps to","skos:exactMatch","1","438451","Excessive attrition of teeth","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_4000172","37438250","HPO","Vegan diet","","Maps to","skos:exactMatch","1","40299152","Vegan diet","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000168","37438246","HPO","Shark teeth","","Maps to","skos:exactMatch","1","4068529","Fusion of teeth","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000141","37438223","HPO","Left ventricular dilatation","","Maps to","skos:exactMatch","1","4103136","Left cardiac ventricular dilatation","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_4000111","37438193","HPO","Asbestos exposure","","Maps to","skos:exactMatch","1","44783302","Exposure to asbestos","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000106","37438188","HPO","Spleen hamartoma","","Maps to","skos:exactMatch","1","4266332","Splenic hamartoma","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000104","37438186","HPO","Curved dental root","","Maps to","skos:exactMatch","1","4004481","Curved form of root of tooth","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_4000074","37438163","HPO","Idiosyncratic language","","Maps to","skos:exactMatch","1","4300945","Involuntary vocalization","SNOMED","Observation","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000067","37438157","HPO","Iliac artery aneurysm","","Maps to","skos:exactMatch","1","196433","Aneurysm of iliac artery","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000055","37438146","HPO","Intestinal inflammation","","Maps to","skos:exactMatch","1","37159368","Enteritis of intestine","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000054","37438145","HPO","Exanthem","","Maps to","skos:exactMatch","1","140214","Eruption","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_4000053","37438144","HPO","Displaced fracture","","Maps to","skos:exactMatch","1","4047514","Fracture with displacement","SNOMED","Observation","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_4000052","37438143","HPO","Avulsion fracture","","Maps to","skos:exactMatch","1","4051960","Avulsion fracture","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000051","37438142","HPO","Closed fracture","","Maps to","skos:exactMatch","1","4307254","Closed fracture","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000050","37438141","HPO","Open fracture","","Maps to","skos:exactMatch","1","4264281","Open fracture","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_4000049","37438140","HPO","Segmental fracture","","Maps to","skos:exactMatch","1","4322020","Fracture, segmental","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_4000048","37438139","HPO","Comminuted fracture","","Maps to","skos:exactMatch","1","4028045","Fracture, comminuted","SNOMED","Observation","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000047","37438138","HPO","Compression fracture","","Maps to","skos:exactMatch","1","40481450","Compression fracture","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_4000046","37438137","HPO","Oblique fracture","","Maps to","skos:exactMatch","1","4193361","Fracture, oblique","SNOMED","Observation","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000045","37438136","HPO","Spiral fracture","","Maps to","skos:exactMatch","1","4252238","Fracture, spiral","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_4000044","37438135","HPO","Transverse fracture","","Maps to","skos:exactMatch","1","4320952","Fracture, transverse","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_4000043","37438134","HPO","Greenstick fracture","","Maps to","skos:exactMatch","1","40481829","Greenstick fracture","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000041","37438132","HPO","AA amyloidosis","","Maps to","skos:exactMatch","1","4166276","AA amyloidosis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000038","37438129","HPO","Infantile hydrocele","","Maps to","skos:exactMatch","1","4342890","Infantile hydrocele","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000037","37438128","HPO","Congenital hydrocele","","Maps to","skos:exactMatch","1","72434","Congenital hydrocele","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000036","37438127","HPO","Encysted hydrocele of the cord","","Maps to","skos:exactMatch","1","4056179","Encysted hydrocele of spermatic cord","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_4000007","37438098","HPO","Bronchoconstriction","","Maps to","skos:exactMatch","1","256717","Bronchospasm","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_5200007","37438080","HPO","Neologism","","Maps to","skos:exactMatch","1","4185060","Neologism","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_3000053","37438065","HPO","Abnormal hypopharynx morphology","","Maps to","skos:exactMatch","1","4129247","Disorder of hypopharynx","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_3000040","37438052","HPO","Abnormality of ethmoid sinus","","Maps to","skos:exactMatch","1","4024550","Disorder of ethmoidal sinus","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0550004","37438013","HPO","Verruca plana","","Maps to","skos:exactMatch","1","4080331","Plane wart","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500262","37438006","HPO","Atrichia","","Maps to","skos:exactMatch","1","4050121","Atrichia","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500173","37437923","HPO","Reflex asystolic syncope","","Maps to","skos:exactMatch","1","4234029","Reflex anoxic seizure","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500167","37437921","HPO","Hypergastrinemia","","Maps to","skos:exactMatch","1","45757754","Increased gastrin secretion","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0500165","37437919","HPO","Abnormal blood oxygen level","","Maps to","skos:exactMatch","1","4042079","Blood oxygen level outside reference range","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500162","37437916","HPO","Decreased level of carnosine in blood","","Maps to","skos:exactMatch","1","4254777","Carnosinemia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500153","37437907","HPO","Hyperargininemia","","Maps to","skos:exactMatch","1","4053156","Arginase deficiency","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500134","37437890","HPO","Hypertryptophanemia","","Maps to","skos:exactMatch","1","36716028","Familial hypertryptophanemia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0500112","37437882","HPO","Positive urine amphetamine test","","Maps to","skos:exactMatch","1","44788837","Urine amphetamine positive","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0500111","37437881","HPO","Positive urine benzodiazepines test","","Maps to","skos:exactMatch","1","44788838","Urine benzodiazepine positive","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0500110","37437880","HPO","Positive urine cannabinoid test","","Maps to","skos:exactMatch","1","44788842","Urine cannabinoid positive","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0500108","37437878","HPO","Positive urine cocaine test","","Maps to","skos:exactMatch","1","44790263","Urine cocaine positive","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500105","37437875","HPO","Decreased systolic blood pressure","","Maps to","skos:exactMatch","1","4217168","Decreased systolic arterial pressure","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500104","37437874","HPO","Decreased diastolic blood pressure","","Maps to","skos:exactMatch","1","4175340","Decreased diastolic arterial pressure","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500096","37437869","HPO","Venom-induced anaphylaxis","","Maps to","skos:exactMatch","1","4083866","Anaphylaxis caused by venom","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500095","37437868","HPO","Food-induced anaphylaxis","","Maps to","skos:exactMatch","1","434219","Food anaphylaxis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500092","37437865","HPO","Orbital rhabdomyosarcoma","","Maps to","skos:exactMatch","1","4110891","Rhabdomyosarcoma of orbit","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500091","37437864","HPO","Lymphangioma of the orbit","","Maps to","skos:exactMatch","1","4212189","Lymphangioma of orbit","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500089","37437862","HPO","Optic nerve sheath meningioma","","Maps to","skos:exactMatch","1","4114200","Meningioma of optic nerve sheath","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500087","37437860","HPO","Peripapillary atrophy","","Maps to","skos:exactMatch","1","4224097","Peripapillary atrophy","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500079","37437857","HPO","Alternating hypophoria","","Maps to","skos:exactMatch","1","372650","Alternating hyperphoria","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500078","37437856","HPO","Alternating hypotropia","","Maps to","skos:exactMatch","1","4339027","Alternating hypertropia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500077","37437855","HPO","Alternating hyperphoria","","Maps to","skos:exactMatch","1","372650","Alternating hyperphoria","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500076","37437854","HPO","Alternating hypertropia","","Maps to","skos:exactMatch","1","4339027","Alternating hypertropia","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500075","37437853","HPO","Dissociated horizontal deviation","","Maps to","skos:exactMatch","1","4081342","Horizontal dissociated gaze palsy","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500074","37437852","HPO","Dissociated vertical deviation","","Maps to","skos:exactMatch","1","4334265","Dissociated vertical deviation","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500069","37437848","HPO","Paralytic ectropion","","Maps to","skos:exactMatch","1","4200286","Paralytic ectropion","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500056","37437837","HPO","Retinopathy of prematurity stage 5","","Maps to","skos:exactMatch","1","443520","Retinopathy of prematurity stage 5 - total retinal detachment","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500053","37437834","HPO","Retinopathy of prematurity stage 4","","Maps to","skos:exactMatch","1","443519","Retinopathy of prematurity stage 4 - subtotal retinal detachment","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500052","37437833","HPO","Retinopathy of prematurity stage 3","","Maps to","skos:exactMatch","1","379009","Retinopathy of prematurity stage 3 - ridge with extraretinal fibrovascular proliferation","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500051","37437832","HPO","Retinopathy of prematurity stage 2","","Maps to","skos:exactMatch","1","375251","Retinopathy of prematurity stage 2 - intraretinal ridge","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500050","37437831","HPO","Retinopathy of prematurity stage 1","","Maps to","skos:exactMatch","1","375250","Retinopathy of prematurity stage 1 - demarcation line","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500049","37437830","HPO","Retinopathy of prematurity","","Maps to","skos:exactMatch","1","373766","Retinopathy of prematurity","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500046","37437827","HPO","Seborrhoeic blepharitis","","Maps to","skos:exactMatch","1","4335874","Seborrheic blepharitis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500044","37437825","HPO","Upper eyelid retraction","","Maps to","skos:exactMatch","1","45763827","Abnormal retraction of upper eyelid","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500043","37437824","HPO","Eyelid retraction","","Maps to","skos:exactMatch","1","443794","Retraction of eyelid","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500042","37437823","HPO","Latent hypermetropia","","Maps to","skos:exactMatch","1","4339035","Latent hypermetropia","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500041","37437822","HPO","Myopic astigmatism","","Maps to","skos:exactMatch","1","42709852","Myopic astigmatism","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500040","37437821","HPO","Dermolipoma of the conjunctiva","","Maps to","skos:exactMatch","1","4152557","Conjunctival lipodermoid","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500039","37437820","HPO","Conjunctival cicatrization","","Maps to","skos:exactMatch","1","4299812","Cicatrizing conjunctivitis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500034","37437816","HPO","Nasolacrimal sac obstruction","","Maps to","skos:exactMatch","1","4334097","Stenosis of nasolacrimal duct","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500030","37437812","HPO","Abnormal hepatic glycogen storage","","Maps to","skos:exactMatch","1","4246087","Glycogen storage disease, hepatic form","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500027","37437810","HPO","Aplastic colon","","Maps to","skos:exactMatch","1","1448597","Aplasia of colon","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500024","37437808","HPO","Aplasia of the musculature of the pelvis","","Maps to","skos:exactMatch","1","1448605","Aplasia of muscle of pelvis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500023","37437807","HPO","Shoulder muscle aplasia","","Maps to","skos:exactMatch","1","1448603","Aplasia of muscle of shoulder","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0500015","37437798","HPO","Abnormal cardiac test","","Maps to","skos:exactMatch","1","4064744","Cardiac function test abnormal","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500011","37437795","HPO","Moon facies","","Maps to","skos:exactMatch","1","4195232","Cushingoid facies","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500009","37437794","HPO","Dysplastic gangliocytoma of the cerebellum","","Maps to","skos:exactMatch","1","4194773","Lhermitte-Duclos disease","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500008","37437793","HPO","Cornea verticillata","","Maps to","skos:exactMatch","1","4227216","Cornea verticillata","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500006","37437791","HPO","Urethritis","","Maps to","skos:exactMatch","1","195862","Urethritis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0500005","37437790","HPO","Anal pain","","Maps to","skos:exactMatch","1","442764","Anal pain","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0500001","37437789","HPO","Body odor","","Maps to","skos:exactMatch","1","4218245","Body odor","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430028","37437672","HPO","Hyperplasia of the maxilla","","Maps to","skos:exactMatch","1","40483771","Hyperplasia of maxillary bone","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430023","37437669","HPO","Abnormality of the maxillary sinus","","Maps to","skos:exactMatch","1","4023983","Disorder of maxillary sinus","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430022","37437668","HPO","Abnormality of the sphenoid sinus","","Maps to","skos:exactMatch","1","4023984","Disorder of sphenoidal sinus","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430012","37437658","HPO","Incomplete ossification of palatine bone","","Maps to","skos:exactMatch","1","4246680","Incomplete ossification of palatine bone","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430010","37437657","HPO","Microblepharia","","Maps to","skos:exactMatch","1","4313227","Microblepharia","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430009","37437656","HPO","Hypoplasia of eyelid","","Maps to","skos:exactMatch","1","4069815","Hypoplasia of eyelid","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430008","37437655","HPO","Accessory eyelid","","Maps to","skos:exactMatch","1","4078474","Accessory eyelid","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430007","37437654","HPO","Symblepharon","","Maps to","skos:exactMatch","1","438152","Symblepharon","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430006","37437653","HPO","Ectopic cilia of eyelid","","Maps to","skos:exactMatch","1","4318526","Ectopic cilia of eyelid","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430005","37437652","HPO","Abnormal ethmoid bone morphology","","Maps to","skos:exactMatch","1","4134130","Disorder of ethmoid bone","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0430004","37437651","HPO","Frontomalar faciosynostosis","","Maps to","skos:exactMatch","1","4033901","Fronto-malar faciosynostosis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0410399","37437645","HPO","Positive blood lead test","","Maps to","skos:exactMatch","1","4248223","Blood lead level above reference range","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410397","37437644","HPO","Bronchiolectasis","","Maps to","skos:exactMatch","1","4104812","Bronchiolectasis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410339","37437588","HPO","Insect bite allergy","","Maps to","skos:exactMatch","1","3661864","Allergic reaction caused by insect bite and/or insect sting","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0410323","37437573","HPO","Drug allergy","","Maps to","skos:exactMatch","1","439224","Allergy to drug","SNOMED","Observation","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410319","37437569","HPO","Alpha-gal allergy","","Maps to","skos:exactMatch","1","1075696","Alpha-gal syndrome","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410309","37437560","HPO","Alpha-aminoadipic aciduria","","Maps to","skos:exactMatch","1","37203816","2-aminoadipic 2-oxoadipic aciduria","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410291","37437542","HPO","Negativism","","Maps to","skos:exactMatch","1","4238521","Negativism","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
