"source_code_set","source_category","source_domain","source_code","source_concept_id","source_vocabulary_id","source_description","source_description_synonym","relationship_id","predicate_id","confidence","target_concept_id","target_concept_name","target_vocabulary_id","target_domain_id","author_label","reviewer_label","reviewer_comments","mapping_justification","mapping_tool","mapping_tool_version"
"HPO","HPO","Condition","HP_0033694","37434469","HPO","Tactile hallucination","Tactile hallucinations","Maps to","skos:exactMatch","1","4280834","Tactile hallucinations","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033693","37434468","HPO","Phantosmia","Phantom odor | Phantom odour | Phantom smell","Maps to","skos:exactMatch","1","4218541","Olfactory hallucinations","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033690","37434465","HPO","Retrograde memory impairment","Retrograde amnesia","Maps to","skos:exactMatch","1","4198081","Retrograde amnesia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033689","37434464","HPO","Anterograde memory impairment","Anterograde amnesia","Maps to","skos:exactMatch","1","4229448","Anterograde amnesia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033688","37434463","HPO","Long term memory impairment","Long term memory loss","Maps to","skos:exactMatch","1","4085496","Poor long-term memory","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033687","37434462","HPO","Short term memory impairment","Short term memory loss","Maps to","skos:exactMatch","1","4084412","Poor short-term memory","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033683","37434458","HPO","Jaw hyperreflexia","Brisk jaw jerk","Maps to","skos:exactMatch","1","37311292","Exaggeration of jaw reflex","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033682","37434457","HPO","Pleomorphic xanthoastrocytoma","","Maps to","skos:exactMatch","1","40391861","Pleomorphic xanthoastrocytoma","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033681","37434456","HPO","Oligodendroglioma","","Maps to","skos:exactMatch","1","40484128","Oligodendroglioma","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033680","37434455","HPO","Pilocytic astrocytoma","","Maps to","skos:exactMatch","1","35607972","Pilocytic astrocytoma","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033678","37434453","HPO","Acute coronary syndrome","","Maps to","skos:exactMatch","1","4215140","Acute coronary syndrome","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033677","37434452","HPO","Acute respiratory distress syndrome","ARDS","Maps to","skos:exactMatch","1","4195694","Acute respiratory distress syndrome","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033676","37434451","HPO","Posttraumatic stress symptom","","Maps to","skos:exactMatch","1","436676","Posttraumatic stress disorder","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033675","37434450","HPO","Frailty","","Maps to","skos:exactMatch","1","4086506","Frailty","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033673","37434448","HPO","Positive Phalen test","Phalen maneuver | Phalen manoeuvre","Maps to","skos:exactMatch","1","4114303","Phalen's test positive","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033672","37434447","HPO","Positive carpal Tinel sign","Positive carpal Hoffmann Tinel sign","Maps to","skos:exactMatch","1","4105877","Tinel's sign positive","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033670","37434445","HPO","Organizing pneumonia","","Maps to","skos:exactMatch","1","4284985","Organized pneumonia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033664","37434439","HPO","Ganglioglioma","","Maps to","skos:exactMatch","1","37019038","Ganglioglioma","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033663","37434438","HPO","Air trapping","","Maps to","skos:exactMatch","1","4296888","Air trapping","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033662","37434437","HPO","Air bronchogram","","Maps to","skos:exactMatch","1","37163564","Air bronchogram","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033660","37434435","HPO","Hand paresthesia","Hand tingling","Maps to","skos:exactMatch","1","4205811","Paresthesia of hand","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033658","37434434","HPO","Rounded atelectasis","Blesovsky syndrome | Comet tail sign | Folded lung syndrome | Helical atelectasis | Pleural pseudotumor | Pleuroma","Maps to","skos:exactMatch","1","40489465","Round atelectasis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033657","37434433","HPO","Linear atelectasis","Discoid atelectasis | Platelike atelectasis","Maps to","skos:exactMatch","1","4024789","Linear atelectasis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033653","37434429","HPO","Bronchocele","","Maps to","skos:exactMatch","1","4132305","Bronchocele","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033652","37434428","HPO","Broncholith","","Maps to","skos:exactMatch","1","4289143","Broncholithiasis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033649","37434425","HPO","Paraseptal emphysema","Distal acinar emphysema","Maps to","skos:exactMatch","1","4136683","Paraseptal emphysema","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033642","37434418","HPO","Mitral valve leaflet calcification","","Maps to","skos:exactMatch","1","43022047","Calcification of mitral valve","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033641","37434417","HPO","Aortic valve leaflet calcification","Aortic cusp calcification | Aortic valve cusp calcification","Maps to","skos:exactMatch","1","4108164","Aortic valve calcification","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033639","37434415","HPO","Septic pulmonary embolism","Septic pulmonary emboli","Maps to","skos:exactMatch","1","40479606","Septic pulmonary embolism","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033635","37434411","HPO","Post-capillary pulmonary hypertension","Postcapillary pulmonary hypertension","Maps to","skos:exactMatch","1","4233689","Postcapillary pulmonary hypertension","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033631","37434407","HPO","Spondylitis","","Maps to","skos:exactMatch","1","4223530","Spondylitis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033621","37434397","HPO","Bronchial diverticula","","Maps to","skos:exactMatch","1","4244382","Bronchial diverticulum","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033614","37434390","HPO","Tracheal bronchus","","Maps to","skos:exactMatch","1","40489902","Tracheal origin of right upper lobe bronchus","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033609","37434385","HPO","Solid pulmonary nodule","","Maps to","skos:exactMatch","1","37206719","Nodule of lung","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033608","37434384","HPO","Pulmonary nodule","Spot on the lung","Maps to","skos:exactMatch","1","37206719","Nodule of lung","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033606","37434382","HPO","Bone marrow maturation arrest","Haematopoietic maturation arrest | Hematopoietic maturation arrest","Maps to","skos:exactMatch","1","4032960","Hematopoietic maturation arrest","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033605","37434381","HPO","Pustular rash","","Maps to","skos:exactMatch","1","4167338","Pustular rash","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033591","37434367","HPO","Staghorn calculus","Staghorn renal stone","Maps to","skos:exactMatch","1","4059133","Staghorn calculus","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033590","37434366","HPO","Inguinal abscess","Groin abscess","Maps to","skos:exactMatch","1","4195436","Abscess of groin","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033589","37434365","HPO","Flatulence","","Maps to","skos:exactMatch","1","4091513","Passing flatus","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033588","37434364","HPO","Labial adhesion","Labial agglutination | Synechia vulvae","Maps to","skos:exactMatch","1","4089412","Labial adhesions","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033587","37434363","HPO","Vulvar abscess","","Maps to","skos:exactMatch","1","434084","Abscess of vulva","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033584","37434360","HPO","Nonspecific interstitial pneumonia","Nonspecific interstitial pneumonitis | NSIP | Temporally uniform pulmonary inflammation","Maps to","skos:exactMatch","1","4044215","Nonspecific interstitial pneumonitis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033583","37434359","HPO","Follicular bronchiolitis","","Maps to","skos:exactMatch","1","4294182","Follicular bronchiolitis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033578","37434354","HPO","Pre-capillary pulmonary hypertension","Precapillary pulmonary hypertension","Maps to","skos:exactMatch","1","44783617","Precapillary pulmonary hypertension","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033577","37434353","HPO","In situ pulmonary artery thrombosis","","Maps to","skos:exactMatch","1","4240612","Pulmonary artery thrombosis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033568","37434344","HPO","Left axis deviation","Electrical left axis deviation","Maps to","skos:exactMatch","1","4215406","Left axis deviation","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033567","37434343","HPO","Right axis deviation","Electrical right axis deviation | RAD","Maps to","skos:exactMatch","1","4166218","Right axis deviation","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033564","37434340","HPO","Stasis dermatitis","Varicose eczema | Venous eczema","Maps to","skos:exactMatch","1","4148876","Stasis dermatitis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033553","37434329","HPO","Septic embolism","Septic emboli","Maps to","skos:exactMatch","1","4218953","Septic embolus","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033543","37434319","HPO","Nicotine addiction","Addictive tobacco use | Nicotine dependence","Maps to","skos:exactMatch","1","4209423","Nicotine dependence","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033541","37434317","HPO","Irreversible airflow obstruction","Irreversible pulmonary obstruction","Maps to","skos:exactMatch","1","4015946","Airways obstruction irreversible","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033540","37434316","HPO","Reversible airflow obstruction","Reversible pulmonary obstruction","Maps to","skos:exactMatch","1","4015818","Airways obstruction reversible","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033538","37434314","HPO","Aortic annulus calcification","Aortic annular calcification","Maps to","skos:exactMatch","1","43021708","Calcification of aortic valve annulus","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033533","37434309","HPO","Increased cardiac output","","Maps to","skos:exactMatch","1","4099894","Increased cardiac output","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033532","37434308","HPO","Decreased cardiac output","","Maps to","skos:exactMatch","1","4313695","Decreased cardiac output","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033531","37434307","HPO","Decreased cardiac index","","Maps to","skos:exactMatch","1","4106699","Decreased cardiac index","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033530","37434306","HPO","Increased cardiac index","","Maps to","skos:exactMatch","1","4174704","Increased cardiac index","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033522","37434298","HPO","Cerebral cavernous malformation","","Maps to","skos:exactMatch","1","40481147","Cavernous hemangioma of brain","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033521","37434297","HPO","Nasal dryness","","Maps to","skos:exactMatch","1","4171214","Nasal mucosa dry","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033520","37434296","HPO","Paradoxical embolism","","Maps to","skos:exactMatch","1","4046647","Paradoxical embolism","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033519","37434295","HPO","Methamphetamine addiction","Methamphetamine addiction | Methamphetamine dependence","Maps to","skos:exactMatch","1","4141524","Methamphetamine dependence","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033517","37434293","HPO","Heroin addiction","Heroin addiction | Heroin dependence","Maps to","skos:exactMatch","1","4333676","Heroin dependence","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033516","37434292","HPO","Benzodiazepine addiction","Benzodiazepine dependence","Maps to","skos:exactMatch","1","4338026","Benzodiazepine dependence","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033515","37434291","HPO","Opioid addiction","Opioid addiction | Opioid dependence","Maps to","skos:exactMatch","1","438120","Opioid dependence","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033514","37434290","HPO","Amphetamine addiction","Amphetamine addiction | Amphetamine dependence | Dextroamphetamine addiction | Dextroamphetamine dependence","Maps to","skos:exactMatch","1","437533","Amphetamine dependence","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033513","37434289","HPO","Cocaine addiction","Cocaine addiction | Cocaine dependence","Maps to","skos:exactMatch","1","436389","Cocaine dependence","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033512","37434288","HPO","Stimulant addiction","Stimulant addiction | Stimulant dependence","Maps to","skos:exactMatch","1","40483172","Stimulant dependence","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033511","37434287","HPO","Drug addiction","Addictive drug use | Drug addiction","Maps to","skos:exactMatch","1","37165431","Substance dependence","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033510","37434286","HPO","Cutaneous horn","Cornu cutaneum","Maps to","skos:exactMatch","1","4298022","Cutaneous horn","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033509","37434285","HPO","EBV encephalitis","Epstein-Barr virus encephalitis","Maps to","skos:exactMatch","1","37160693","Epstein-Barr virus encephalitis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033508","37434284","HPO","EBV meningitis","Epstein-Barr virus meningitis","Maps to","skos:exactMatch","1","36715972","Meningitis caused by Epstein-Barr virus","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033505","37434281","HPO","Livedo reticularis","","Maps to","skos:exactMatch","1","4081096","Livedo reticularis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033495","37434271","HPO","Segmental glomerulosclerosis","","Maps to","skos:exactMatch","1","4052763","Segmental glomerulosclerosis","SNOMED","Observation","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033493","37434269","HPO","Mesangial matrix expansion","Increased glomerular mesangial matrix","Maps to","skos:exactMatch","1","4054288","Increased mesangial matrix","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033480","37434256","HPO","Hypobilirubinemia","","Maps to","skos:exactMatch","1","4050611","Bilirubin level below reference range","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033476","37434252","HPO","Extractable nuclear antigen positivity","","Maps to","skos:exactMatch","1","4149308","Antibody to extractable nuclear antigen detected","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033474","37434250","HPO","10-minute APGAR score of 6","","Maps to","skos:exactMatch","1","4014579","Apgar at 10 minutes = 6","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033473","37434249","HPO","10-minute APGAR score of 5","","Maps to","skos:exactMatch","1","4014578","Apgar at 10 minutes = 5","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033472","37434248","HPO","10-minute APGAR score of 4","","Maps to","skos:exactMatch","1","4016469","Apgar at 10 minutes = 4","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033471","37434247","HPO","10-minute APGAR score of 3","","Maps to","skos:exactMatch","1","4016468","Apgar at 10 minutes = 3","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033470","37434246","HPO","10-minute APGAR score of 2","","Maps to","skos:exactMatch","1","4014474","Apgar at 10 minutes = 2","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033469","37434245","HPO","10-minute APGAR score of 1","","Maps to","skos:exactMatch","1","4014312","Apgar at 10 minutes = 1","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0033468","37434244","HPO","10-minute APGAR score of 0","","Maps to","skos:exactMatch","1","4014473","Apgar at 10 minutes = 0","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Procedure","HP_0033454","37434232","HPO","Tube feeding","","Maps to","skos:exactMatch","1","4042005","Enteral feeding","SNOMED","Procedure","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033434","37434213","HPO","Nasal septum perforation","Nasal-septum perforation | Perforation of the nasal septum","Maps to","skos:exactMatch","1","4196640","Perforation of nasal septum","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033431","37434210","HPO","Cytomegalovirus colitis","CMV colitis","Maps to","skos:exactMatch","1","4340797","Cytomegaloviral colitis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033430","37434209","HPO","Non-infectious meningitis","Aseptic meningitis","Maps to","skos:exactMatch","1","4044931","Non-infective meningitis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033426","37434205","HPO","Pulmonary air embolism","Venous air embolism","Maps to","skos:exactMatch","1","4091708","Pulmonary air embolism","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033415","37434194","HPO","Cardiac tamponade","","Maps to","skos:exactMatch","1","318450","Cardiac tamponade","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033404","37434183","HPO","Intestinal ischemia","","Maps to","skos:exactMatch","1","192673","Vascular insufficiency of intestine","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033400","37434179","HPO","Acute abdomen","Acute abdominal pain","Maps to","skos:exactMatch","1","4241033","Acute abdomen","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033399","37434178","HPO","Persistent fever","","Maps to","skos:exactMatch","1","437663","Fever","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033398","37434177","HPO","Pleural plaque","","Maps to","skos:exactMatch","1","4050884","Pleural plaque","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033380","37434159","HPO","Nasal chondritis","Nose chondritis","Maps to","skos:exactMatch","1","4176945","Inflammatory disorder of cartilage","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033379","37434158","HPO","Bilateral superior vena cava","Bilateral SVC","Maps to","skos:exactMatch","1","4102840","Bilateral superior vena cava","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033375","37434154","HPO","Anthracosis","","Maps to","skos:exactMatch","1","252946","Coal workers' pneumoconiosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033371","37434150","HPO","Bronchocentric granulomatosis","","Maps to","skos:exactMatch","1","4008726","Bronchocentric granulomatosis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033368","37434147","HPO","Platypnea","","Maps to","skos:exactMatch","1","4148800","Platypnea","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033367","37434146","HPO","Orthodeoxia","","Maps to","skos:exactMatch","1","4009396","Orthodeoxia","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033366","37434145","HPO","Exogenous lipoid pneumonia","","Maps to","skos:exactMatch","1","45768914","Exogenous lipoid pneumonitis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033365","37434144","HPO","Endogenous lipoid pneumonia","","Maps to","skos:exactMatch","1","4177385","Endogenous lipoid pneumonitis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033364","37434143","HPO","Lipoid pneumonia","","Maps to","skos:exactMatch","1","4218175","Lipoid pneumonitis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0033363","37434142","HPO","Hyaline membranes","","Maps to","skos:exactMatch","1","4230197","Hyaline membrane","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033361","37434140","HPO","Nasal ulcer","","Maps to","skos:exactMatch","1","4214726","Ulcer of nose","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033359","37434138","HPO","Hyperosthenuria","Elevated urine osmolality | Elevated urine osmolarity","Maps to","skos:exactMatch","1","4294386","Impairment of urinary concentration","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033352","37434131","HPO","Pulmonary hypertensive crisis","Pulmonary arterial hypertension crisis","Maps to","skos:exactMatch","1","4322024","Pulmonary hypertension","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033351","37434130","HPO","Candida esophagitis","Esophageal candidiasis","Maps to","skos:exactMatch","1","28974","Candidiasis of the esophagus","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0033349","37434128","HPO","Seizure cluster","Acute repetitive seizures | Crescendo seizures | Cyclical seizures | Recurrent seizures | Seizure flurries | Serial seizures","Maps to","skos:exactMatch","1","37208113","Acute repetitive seizure","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
