ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
"2061501970","36274733","1","1"
"40242573","2062503689","1","1"
"2061500580","3014415","1","1"
"989878","2062502716","1","1"
"2061502104","46234042","1","1"
"989878","2062502715","1","1"
"21125875","2062504016","1","1"
"21145611","2062503605","1","1"
"760568","2061500938","1","1"
"19106973","2062503295","1","1"
"44120634","2061501731","1","1"
"36878782","2062502934","1","1"
"953076","2061501333","1","1"
"4159406","2061501570","1","1"
"19106973","2062503294","1","1"
"19067299","2062501208","1","1"
"19018544","2062500804","1","1"
"3045676","2061500712","1","1"
"4331286","2061501604","1","1"
"4300757","2061502188","1","1"
"4159405","2061501618","1","1"
"967823","2062500544","1","1"
"21027865","2062503531","1","1"
"939506","2062502994","1","1"
"2061500848","36031807","1","1"
"45766147","2061501241","1","1"
"4237865","2061500841","1","1"
"2061500660","1988101","1","1"
"4208254","2061501907","1","1"
"710062","2062502393","1","1"
"4208254","2061501979","1","1"
"2061500848","40480257","1","1"
"2061501327","40081391","1","1"
"45758338","2062503887","1","1"
"19095164","2062500837","1","1"
"36852661","2062502199","1","1"
"44790744","2062498008","1","1"
"4159406","2061501551","1","1"
"44791203","2062498047","1","1"
"36878782","2062503609","1","1"
"9201","2062495439","1","1"
"581385","2061508780","1","1"
"3024171","2061501571","1","1"
"35605804","2062501079","1","1"
"4159405","2061501612","1","1"
"2061501792","21132600","1","1"
"3028171","2061501975","1","1"
"4165398","2061505760","1","1"
"2061502197","40748895","1","1"
"40242675","2062502166","1","1"
"1707687","2062504414","1","1"
"21125875","2062500593","1","1"
"4159405","2061501587","1","1"
"44790744","2062497995","1","1"
"2061501949","40757759","1","1"
"19052736","2062502060","1","1"
"4159406","2061501546","1","1"
"2061506290","45769596","1","1"
"4223723","2061501388","1","1"
"4265543","2061501785","1","1"
"2061501948","40757763","1","1"
"3661655","2061501909","1","1"
"44791204","2062498033","1","1"
"2061501309","36881812","1","1"
"4189544","2061501213","1","1"
"21145611","2062501896","1","1"
"2061500461","41300375","1","1"
"4048506","2062500107","1","1"
"2061501009","42925910","1","1"
"4353958","2061508960","1","1"
"2061505819","3026501","1","1"
"4189544","2061501215","1","1"
"3018668","2061500531","1","1"
"4067233","2061503279","1","1"
"44790743","2062498068","1","1"
"19095164","2062504506","1","1"
"9201","2062508419","1","1"
"4221102","2061501980","1","1"
"4307445","2061505899","1","1"
"45766147","2061501092","1","1"
"1548195","2062503707","1","1"
"21027865","2062504424","1","1"
"3021461","2061505890","1","1"
"986261","2062500527","1","1"
"19071967","2062501151","1","1"
"44791205","2062498061","1","1"
"4225856","2061502133","1","1"
"787787","2062502979","1","1"
"35605522","2062503344","1","1"
"44790745","2062498042","1","1"
"4141139","2061501706","1","1"
"2061505816","3008360","1","1"
"922191","2062502428","1","1"
"2061505829","2213276","1","1"
"40765108","2061505845","1","1"
"1716903","2062503592","1","1"
"4011079","2061500839","1","1"
"21495000","2061500560","1","1"
"44791688","2061500891","1","1"
"732893","2062501653","1","1"
"44790744","2062497989","1","1"
"9201","2062508414","1","1"
"21125875","2062503628","1","1"
"9201","2062495437","1","1"
"4178905","2062503670","1","1"
"21125875","2062503648","1","1"
"4159405","2061501585","1","1"
"44791698","2062497982","1","1"
"2061501338","40080155","1","1"
"1504620","2062507973","1","1"
"4103707","2061501441","1","1"
"1505346","2062502639","1","1"
"1398937","2062500580","1","1"
"2061500369","3002837","1","1"
"19106315","2062500233","1","1"
"36852027","2062501079","1","1"
"1331247","2062503437","1","1"
"2061500457","40035920","1","1"
"44791204","2062498029","1","1"
"43189970","2062504315","1","1"
"2061505773","3044819","1","1"
"4159405","2061501617","1","1"
"4159405","2061501606","1","1"
"2061500582","3016741","1","1"
"4190196","2062503635","1","1"
"4190104","2061501054","1","1"
"36118947","2062504474","1","1"
"2061502258","963895","1","1"
"3022130","2061502002","1","1"
"3027598","2061501564","1","1"
"2061501009","36887594","1","1"
"722060","2061502231","1","1"
"45766147","2061501086","1","1"
"1989128","2061500740","1","1"
"9201","2062495441","1","1"
"21125875","2062501021","1","1"
"40213201","2062503522","1","1"
"2061501965","36031661","1","1"
"909795","2062503592","1","1"
"44790744","2062498007","1","1"
"4190196","2062504551","1","1"
"44790744","2062497985","1","1"
"2061501968","36031162","1","1"
"35129866","2062501209","1","1"
"4308797","2061500833","1","1"
"2061502198","40070109","1","1"
"4159405","2061501591","1","1"
"36878782","2062504508","1","1"
"21490672","2061501896","1","1"
"44790743","2062498071","1","1"
"4159406","2061501555","1","1"
"2061505356","4001189","1","1"
"2061500494","42480358","1","1"
"3027018","2061501562","1","1"
"2061501864","40071217","1","1"
"4159406","2061501554","1","1"
"4189544","2061501209","1","1"
"21145611","2062503316","1","1"
"4190196","2062503441","1","1"
"2061506290","4330081","1","1"
"2061502212","40014780","1","1"
"42869805","2061501359","1","1"
"3044016","2061500793","1","1"
"989878","2062502742","1","1"
"2061502112","40757262","1","1"
"2061505404","4122259","1","1"
"9201","2062508415","1","1"
"4268449","2061505757","1","1"
"2061500576","3035878","1","1"
"21027865","2062503600","1","1"
"40159703","2062500319","1","1"
"4190104","2061501230","1","1"
"21490744","2061502017","1","1"
"40213158","2062502075","1","1"
"45758338","2062500666","1","1"
"4078224","2061501244","1","1"
"4199296","2061500612","1","1"
"1110410","2062502892","1","1"
"4189544","2061501211","1","1"
"44791203","2062498050","1","1"
"766529","2062500742","1","1"
"1549254","2062504309","1","1"
"46286094","2062498083","1","1"
"2061501761","4225589","1","1"
"760568","2061500939","1","1"
"37399248","2062500120","1","1"
"4190343","2061500531","1","1"
"46286094","2062498078","1","1"
"2061500575","3036832","1","1"
"4277123","2061500584","1","1"
"2061505877","3030869","1","1"
"1988072","2061501773","1","1"
"37399248","2062500118","1","1"
"992956","2062501687","1","1"
"3019154","2061502003","1","1"
"35609190","2062498052","1","1"
"4189544","2061501207","1","1"
"2061505918","4107893","1","1"
"440896","2062498111","1","1"
"4172676","2061501987","1","1"
"45766147","2061501080","1","1"
"21125875","2062502041","1","1"
"785649","2062502392","1","1"
"1989451","2061500590","1","1"
"45766147","2061501419","1","1"
"44791204","2062498031","1","1"
"9201","2062508412","1","1"
"40213158","2062507555","1","1"
"44790745","2062498046","1","1"
"2061502073","36879917","1","1"
"21125875","2062503526","1","1"
"4225856","2061502103","1","1"
"2061502197","40957115","1","1"
"2061502113","40757759","1","1"
"4282626","2061500576","1","1"
"36118942","2062504533","1","1"
"36858497","2062501490","1","1"
"2061500494","2920273","1","1"
"9203","2061509721","1","1"
"3027018","2061509150","1","1"
"19010970","2062500570","1","1"
"21125875","2062503637","1","1"
"19066563","2062503686","1","1"
"2061500494","46233975","1","1"
"4190104","2061501926","1","1"
"44790728","2062498034","1","1"
"21125875","2062503793","1","1"
"4159405","2061501604","1","1"
"3009542","2061501609","1","1"
"9201","2062495409","1","1"
"4087472","2061500745","1","1"
"4044988","2061505842","1","1"
"21125875","2062503611","1","1"
"791967","2062500269","1","1"
"1002418","2061505775","1","1"
"4190104","2061501904","1","1"
"4269442","2061501249","1","1"
"4021154","2061501620","1","1"
"37399191","2061505855","1","1"
"4265707","2061501767","1","1"
"4189544","2061501205","1","1"
"711584","2061501960","1","1"
"2061500466","36274733","1","1"
"44790728","2062498036","1","1"
"1988205","2061500595","1","1"
"21125875","2062501899","1","1"
"2061501864","44108373","1","1"
"2061500661","1988071","1","1"
"3027018","2061501607","1","1"
"3009395","2061500791","1","1"
"42873108","2061502261","1","1"
"44791205","2062498065","1","1"
"45766147","2061501845","1","1"
"45766147","2061500677","1","1"
"40213158","2062507500","1","1"
"40213158","2062507614","1","1"
"2061502256","36887592","1","1"
"2061502112","40757760","1","1"
"2061501371","40165028","1","1"
"43189970","2062503298","1","1"
"4190196","2062503606","1","1"
"4190196","2062503608","1","1"
"4264976","2061504523","1","1"
"42903872","2062504450","1","1"
"4159406","2061501557","1","1"
"4232897","2061501950","1","1"
"9201","2061507349","1","1"
"4134573","2061502018","1","1"
"42873108","2061502269","1","1"
"36684829","2061501946","1","1"
"3043744","2061501595","1","1"
"21027865","2062503527","1","1"
"35850847","2062506003","1","1"
"2061505816","3009698","1","1"
"2061500573","3006642","1","1"
"36878782","2062504489","1","1"
"1126658","2062502007","1","1"
"35200165","2062501690","1","1"
"40213158","2062507629","1","1"
"4159406","2061501559","1","1"
"44790744","2062497999","1","1"
"2061502069","40047201","1","1"
"4034194","2061506246","1","1"
"4190104","2061501243","1","1"
"21145611","2062501695","1","1"
"1343916","2062502586","1","1"
"4045483","2061505805","1","1"
"4159405","2061501613","1","1"
"2061502110","4150612","1","1"
"44790744","2062497976","1","1"
"2061505816","4193411","1","1"
"36854629","2062501373","1","1"
"2061501844","3031816","1","1"
"710062","2062500360","1","1"
"21027865","2062503528","1","1"
"21027865","2062501183","1","1"
"2061501362","40769146","1","1"
"40484253","2061506074","1","1"
"2061500445","40720437","1","1"
"21145611","2062501696","1","1"
"9201","2062495416","1","1"
"2061501794","40069720","1","1"
"4159405","2061501600","1","1"
"3006576","2061501557","1","1"
"2061500580","3036596","1","1"
"3018586","2061500792","1","1"
"3005606","2061502222","1","1"
"9201","2062508421","1","1"
"45766147","2061501118","1","1"
"21145611","2062504015","1","1"
"21125875","2062503627","1","1"
"2061500494","44031037","1","1"
"1366361","2062503493","1","1"
"1366391","2062503691","1","1"
"37312129","2061501343","1","1"
"4044710","2061500600","1","1"
"36878782","2062502932","1","1"
"21495000","2061500562","1","1"
"4265543","2061501784","1","1"
"44791204","2062498009","1","1"
"4223723","2062503023","1","1"
"21145611","2062501699","1","1"
"21125875","2062503649","1","1"
"3027946","2061501614","1","1"
"2061501003","35603861","1","1"
"9201","2062495426","1","1"
"3023103","2061501569","1","1"
"967823","2062502979","1","1"
"4221102","2061501744","1","1"
"19095164","2062500804","1","1"
"4090200","2061501443","1","1"
"1759196","2062504533","1","1"
"2061501966","40757760","1","1"
"2061500585","3027735","1","1"
"21125875","2062503655","1","1"
"44790744","2062497994","1","1"
"9201","2062495413","1","1"
"3024171","2061501618","1","1"
"36858411","2062502273","1","1"
"2061505816","3008105","1","1"
"964008","2062500652","1","1"
"2061500457","36881845","1","1"
"36850945","2062502161","1","1"
"4264813","2061500524","1","1"
"4226234","2061500580","1","1"
"967823","2062502994","1","1"
"44790746","2062498090","1","1"
"42629081","2062502144","1","1"
"4190104","2061501219","1","1"
"4160439","2061505342","1","1"
"40142921","2062505825","1","1"
"19069907","2062507437","1","1"
"2061501275","36249702","1","1"
"1759196","2062504474","1","1"
"37392885","2061505869","1","1"
"40213158","2062507501","1","1"
"589977","2062501206","1","1"
"21125875","2062503599","1","1"
"723013","2062501338","1","1"
"2061502197","35829907","1","1"
"2061500573","3036829","1","1"
"2061502062","35606490","1","1"
"1037005","2062501897","1","1"
"2921400","2062500855","1","1"
"45766147","2061502172","1","1"
"44805248","2061500719","1","1"
"785649","2062502395","1","1"
"3019962","2061501399","1","1"
"45757839","2062500681","1","1"
"2061500576","3008649","1","1"
"3022666","2061500598","1","1"
"9201","2062495425","1","1"
"44782942","2061501151","1","1"
"4189544","2061501420","1","1"
"4008429","2061505820","1","1"
"2061501339","40093133","1","1"
"939259","2062500740","1","1"
"45766147","2061500696","1","1"
"4144861","2061500588","1","1"
"2061506283","40483391","1","1"
"2061501309","35604058","1","1"
"4159405","2061501615","1","1"
"36849793","2062502193","1","1"
"36859915","2062502266","1","1"
"4190104","2061501218","1","1"
"21027865","2062504202","1","1"
"21125875","2062503626","1","1"
"3013940","2061501397","1","1"
"2061505759","4240154","1","1"
"46286094","2062498088","1","1"
"1002418","2061505783","1","1"
"37119310","2062503009","1","1"
"19106973","2062503291","1","1"
"36878782","2062503625","1","1"
"4159405","2061501621","1","1"
"4144861","2061501385","1","1"
"4159405","2061501605","1","1"
"4265707","2061501766","1","1"
"4087619","2061500607","1","1"
"4159406","2061501577","1","1"
"4223723","2061501393","1","1"
"45758338","2062500662","1","1"
"9201","2062495447","1","1"
"2061502063","40130964","1","1"
"19124906","2062500837","1","1"
"1315376","2062502979","1","1"
"2061505798","3043425","1","1"
"4190104","2061501056","1","1"
"36878782","2062504785","1","1"
"37204082","2061501934","1","1"
"44791205","2062498062","1","1"
"43055002","2061500954","1","1"
"43531966","2062502060","1","1"
"19117912","2062502060","1","1"
"4178905","2062503671","1","1"
"1398937","2062502004","1","1"
"1989388","2061500895","1","1"
"37394217","2061501191","1","1"
"4201046","2061505849","1","1"
"606892","2061502217","1","1"
"42689536","2062498093","1","1"
"4224504","2061500578","1","1"
"36860546","2062502224","1","1"
"46286094","2062498076","1","1"
"4083171","2061502237","1","1"
"21027865","2062503624","1","1"
"45774679","2062502801","1","1"
"4048506","2061505380","1","1"
"2061505759","4014644","1","1"
"2212635","2061501190","1","1"
"4159405","2061501586","1","1"
"4262320","2061505342","1","1"
"36862954","2062502208","1","1"
"989878","2062502586","1","1"
"19049038","2062504309","1","1"
"36118947","2062502426","1","1"
"36860257","2062502241","1","1"
"21125875","2062503622","1","1"
"1549852","2062504472","1","1"
"4190104","2061501225","1","1"
"44791197","2062498072","1","1"
"4223723","2061501392","1","1"
"3025010","2061501782","1","1"
"36118942","2062504531","1","1"
"9201","2062508423","1","1"
"2061500572","3018709","1","1"
"791967","2061500451","1","1"
"1135766","2061502208","1","1"
"4178905","2062508459","1","1"
"36854062","2062502135","1","1"
"1500211","2062502748","1","1"
"4159405","2061501619","1","1"
"2061500574","3009496","1","1"
"3005629","2061501757","1","1"
"44791204","2062498027","1","1"
"980478","2062503693","1","1"
"4057002","2061501988","1","1"
"985247","2062501687","1","1"
"4052413","2061501820","1","1"
"19106973","2062503296","1","1"
"43055002","2061500953","1","1"
"4082218","2061501385","1","1"
"1351115","2062501094","1","1"
"36848964","2062503128","1","1"
"987153","2062502428","1","1"
"44791205","2062498060","1","1"
"2061502073","42629415","1","1"
"3018605","2061500623","1","1"
"2061502063","40130962","1","1"
"2061501793","36787516","1","1"
"2061502063","40742495","1","1"
"36118942","2062503686","1","1"
"21125875","2062500838","1","1"
"36860467","2062502272","1","1"
"44791203","2062498048","1","1"
"2061501009","35604303","1","1"
"2061502197","36508698","1","1"
"2061501864","40126825","1","1"
"21027865","2062505881","1","1"
"9201","2062495431","1","1"
"1710281","2062500652","1","1"
"2061505886","40764128","1","1"
"1988892","2061500851","1","1"
"36857304","2062502185","1","1"
"9201","2062495408","1","1"
"3034488","2061502002","1","1"
"19082792","2061501019","1","1"
"35606633","2062502221","1","1"
"4159406","2061501565","1","1"
"44809032","2061500573","1","1"
"2061505356","40487491","1","1"
"4159405","2061501601","1","1"
"2061502129","21494067","1","1"
"4158616","2061500561","1","1"
"21125875","2062503532","1","1"
"4232897","2061501965","1","1"
"19027362","2062502030","1","1"
"4159406","2061501543","1","1"
"44791698","2062498070","1","1"
"44790728","2062498038","1","1"
"44791197","2062498104","1","1"
"4190196","2062504081","1","1"
"19049038","2062503706","1","1"
"4231832","2061501579","1","1"
"19130340","2062503703","1","1"
"45766147","2061501924","1","1"
"986261","2062503256","1","1"
"36858882","2062501879","1","1"
"45766147","2061501246","1","1"
"3005629","2061501656","1","1"
"4159406","2061501563","1","1"
"4159406","2061501548","1","1"
"4228929","2061501963","1","1"
"2061500581","3035954","1","1"
"992956","2062502716","1","1"
"44791204","2062498016","1","1"
"19006764","2062503489","1","1"
"4259483","2061500970","1","1"
"1560524","2061501353","1","1"
"4015316","2061505900","1","1"
"45324018","2061501797","1","1"
"21125875","2062500948","1","1"
"4016945","2061505891","1","1"
"21125875","2062504505","1","1"
"2061502063","35604047","1","1"
"4078224","2061501041","1","1"
"43014046","2062503734","1","1"
"4189544","2061501247","1","1"
"2061500457","40863841","1","1"
"2061502197","43266432","1","1"
"2061501327","40081376","1","1"
"44790745","2062498043","1","1"
"2061500848","44787012","1","1"
"3010813","2061501625","1","1"
"35609544","2062498096","1","1"
"40480857","2061503625","1","1"
"732893","2062502004","1","1"
"36032223","2061500846","1","1"
"44790746","2062498091","1","1"
"987153","2062502427","1","1"
"3017188","2061502221","1","1"
"4159405","2061501620","1","1"
"4254486","2062508493","1","1"
"45766147","2061501943","1","1"
"3044016","2061500503","1","1"
"2061502062","36881847","1","1"
"2061505775","40478933","1","1"
"4313573","2061501906","1","1"
"19009540","2062503437","1","1"
"4190196","2062504214","1","1"
"42869590","2061502075","1","1"
"2061501866","1988543","1","1"
"4159406","2061501553","1","1"
"4159406","2061501569","1","1"
"44791204","2062498013","1","1"
"2061501780","42528940","1","1"
"4308797","2061500835","1","1"
"36118947","2062504533","1","1"
"35200165","2062501689","1","1"
"8515","2061506606","1","1"
"4159406","2061501566","1","1"
"21027865","2062503623","1","1"
"2061500583","3008114","1","1"
"2061505800","3003745","1","1"
"989878","2062502392","1","1"
"966991","2062501687","1","1"
"43012553","2062500955","1","1"
"2061505896","4327663","1","1"
"4234653","2061500522","1","1"
"4307445","2061505799","1","1"
"36878782","2062500590","1","1"
"37161939","2062502164","1","1"
"2061501645","4295069","1","1"
"2061500579","3019743","1","1"
"4190104","2061501227","1","1"
"3044016","2061500504","1","1"
"2061500581","3015071","1","1"
"40242573","2062503690","1","1"
"2061502068","42481554","1","1"
"4190196","2062503615","1","1"
"21145611","2062501900","1","1"
"2061501790","44131204","1","1"
"4159406","2061501558","1","1"
"4093831","2061500531","1","1"
"2061500659","1989498","1","1"
"4269442","2061501382","1","1"
"2061501348","36249610","1","1"
"21125875","2062504490","1","1"
"4122328","2061503331","1","1"
"4154928","2061501982","1","1"
"45766800","2061501980","1","1"
"4090199","2061501450","1","1"
"2061502197","1718257","1","1"
"732893","2062502892","1","1"
"37018292","2061501360","1","1"
"21125875","2062503612","1","1"
"9201","2062508413","1","1"
"2061500494","46233947","1","1"
"4159405","2061501584","1","1"
"37498110","2062504549","1","1"
"2061502080","1988373","1","1"
"21495000","2061502007","1","1"
"1319193","2062503344","1","1"
"21125875","2062502939","1","1"
"4062636","2061505883","1","1"
"19106973","2062503297","1","1"
"36854781","2062502200","1","1"
"2061500574","3024227","1","1"
"4141416","2061500788","1","1"
"4048506","2061505374","1","1"
"4048506","2061505375","1","1"
"21125875","2062503525","1","1"
"21125875","2062504556","1","1"
"3044016","2061500505","1","1"
"19106973","2062504357","1","1"
"21491185","2061501719","1","1"
"4231869","2061501984","1","1"
"4134573","2061502017","1","1"
"3020891","2061501622","1","1"
"4073442","2061501888","1","1"
"32994","2062502213","1","1"
"1989128","2061500852","1","1"
"21125875","2062504017","1","1"
"4081061","2061501912","1","1"
"3009542","2061501560","1","1"
"36878782","2062502938","1","1"
"36118942","2062504532","1","1"
"46286017","2062498094","1","1"
"1318853","2062503148","1","1"
"4190196","2062500251","1","1"
"44790728","2062498035","1","1"
"36878782","2062502937","1","1"
"19010309","2061501351","1","1"
"2061502069","40047198","1","1"
"36878782","2062502933","1","1"
"4015193","2061505882","1","1"
"35602886","2062503691","1","1"
"2061501371","40165029","1","1"
"2061500370","3001811","1","1"
"44790728","2062498039","1","1"
"2061500585","3020554","1","1"
"21145611","2062500978","1","1"
"581385","2061507439","1","1"
"4083171","2061502236","1","1"
"21125875","2062500942","1","1"
"44791199","2062498044","1","1"
"785649","2062500360","1","1"
"3022666","2061502023","1","1"
"40483855","2061501874","1","1"
"2061502197","42480886","1","1"
"4159406","2061501573","1","1"
"2061501362","3045452","1","1"
"4209882","2061501461","1","1"
"45766800","2061501979","1","1"
"42873108","2061502260","1","1"
"967823","2062500545","1","1"
"21125875","2062503583","1","1"
"3044016","2061500791","1","1"
"40762052","2061501758","1","1"
"35609501","2062498081","1","1"
"21125875","2062501578","1","1"
"37399248","2061505856","1","1"
"901656","2062500630","1","1"
"2061505776","36204323","1","1"
"4190104","2061502179","1","1"
"9201","2062508422","1","1"
"438301","2062498100","1","1"
"21037655","2062503660","1","1"
"967823","2062502030","1","1"
"4047151","2061505812","1","1"
"9201","2062495430","1","1"
"2061501949","36031885","1","1"
"4159406","2061501552","1","1"
"2061500848","21490813","1","1"
"3027247","2061505884","1","1"
"929549","2062500214","1","1"
"44990858","2061501977","1","1"
"21125875","2062503320","1","1"
"2061502212","40014786","1","1"
"702393","2062502237","1","1"
"4190196","2062503782","1","1"
"9201","2062495419","1","1"
"45775207","2062503691","1","1"
"4253535","2061500582","1","1"
"4301868","2061509074","1","1"
"4190196","2062503614","1","1"
"2061501967","40757759","1","1"
"44791204","2062498032","1","1"
"2061502068","40033907","1","1"
"1343916","2062502585","1","1"
"44791197","2062498040","1","1"
"4159405","2061501616","1","1"
