mapping_concept_id,mapping_concept_code,confidence,predicate_id,mapping_justification,mapping_provider,author_id,author_label,reviewer_id,reviewer_label,mapping_tool,mapping_tool_version
"5365","51576|| - ||MIMIC4|| - ||4484-2|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5366","51577|| - ||MIMIC4|| - ||4505-4|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5367","51578|| - ||MIMIC4|| - ||4507-0|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5369","51580|| - ||MIMIC4|| - ||12189-7|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5370","51581|| - ||MIMIC4|| - ||2053-7|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5371","51582|| - ||MIMIC4|| - ||4532-8|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5372","51583|| - ||MIMIC4|| - ||2083-4|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5373","51584|| - ||MIMIC4|| - ||2121-2|| - ||LOINC","1","skos:exactMatch","semapv:LexicalSimilarityThresholdMatching","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5377","51589|| - ||MIMIC4|| - ||5126-8|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5379","51592|| - ||MIMIC4|| - ||1968-7|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5380","51593|| - ||MIMIC4|| - ||5631-7|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5381","51594|| - ||MIMIC4|| - ||9642-0|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5382","51595|| - ||MIMIC4|| - ||20569-0|| - ||LOINC","1","skos:exactMatch","semapv:LexicalSimilarityThresholdMatching","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5383","51596|| - ||MIMIC4|| - ||9643-8|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5385","51606|| - ||MIMIC4|| - ||3559-2|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5386","51607|| - ||MIMIC4|| - ||23883-2|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5387","51609|| - ||MIMIC4|| - ||3576-6|| - ||LOINC","1","skos:exactMatch","semapv:LexicalSimilarityThresholdMatching","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5388","51610|| - ||MIMIC4|| - ||1970-3|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5389","51611|| - ||MIMIC4|| - ||43995-0|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5399","51623|| - ||MIMIC4|| - ||3255-7|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5404","51628|| - ||MIMIC4|| - ||15069-8|| - ||LOINC","1","skos:exactMatch","semapv:LexicalSimilarityThresholdMatching","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
"5405","51629|| - ||MIMIC4|| - ||15069-8|| - ||LOINC","1","skos:exactMatch","semapv:ManualMappingCuration","https://docs.google.com/spreadsheets/d/1_v1lShEJLtAhBBZEIv8fPTVKjyBOJ-NA_cibyAXMZG8","2","Odysseus Vocabulary Team","0",,,
