mapping_concept_id,mapping_concept_code,confidence,predicate_id,mapping_justification,mapping_provider,author_id,author_label,reviewer_id,reviewer_label,mapping_tool,mapping_tool_version
75,PH100B|| - ||WAVEFORM|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
23,PH100C|| - ||Waveform Extension|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
76,PH100C|| - ||WAVEFORM|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
24,Philips_09|| - ||Waveform Extension|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
77,Philips_09|| - ||WAVEFORM|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
25,Philips XML|| - ||Waveform Extension|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
78,Philips XML|| - ||WAVEFORM|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
79,WF100001|| - ||WAVEFORM|| - ||370836008|| - ||SNOMED,1,skos:exactMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,,Google Sheet Workflow,v1.0
26,WF100001|| - ||Waveform Extension|| - ||370836008|| - ||SNOMED,1,skos:exactMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,,Google Sheet Workflow,v1.0
80,WF100002|| - ||WAVEFORM|| - ||46825001|| - ||SNOMED,1,skos:closeMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,,Google Sheet Workflow,v1.0
