concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
2082499952,2082499952,Maps to,2025-12-05,2099-12-31,
2082499952,2082499952,Mapped from,2025-12-05,2099-12-31,
2082499953,2081500012,Mapped from,2025-12-05,2099-12-31,
2082499953,2082499953,Mapped from,2025-12-05,2099-12-31,
2082499953,2082499953,Maps to,2025-12-05,2099-12-31,
2082499954,2081500040,Mapped from,2025-12-05,2099-12-31,
2082499954,2082499954,Mapped from,2025-12-05,2099-12-31,
2082499954,2082499954,Maps to,2025-12-05,2099-12-31,
2082499955,2081500005,Mapped from,2025-12-05,2099-12-31,
2082499955,2082499955,Maps to,2025-12-05,2099-12-31,
2082499955,2082499955,Mapped from,2025-12-05,2099-12-31,
2082499956,2081500042,Mapped from,2025-12-05,2099-12-31,
2082499956,2082499956,Mapped from,2025-12-05,2099-12-31,
2082499956,2082499956,Maps to,2025-12-05,2099-12-31,
2082499957,2081500016,Mapped from,2025-12-05,2099-12-31,
2082499957,2082499957,Mapped from,2025-12-05,2099-12-31,
2082499957,2082499957,Maps to,2025-12-05,2099-12-31,
2082499958,2081500052,Mapped from,2025-12-05,2099-12-31,
2082499958,2082499958,Mapped from,2025-12-05,2099-12-31,
2082499958,2082499958,Maps to,2025-12-05,2099-12-31,
2082499959,2081500007,Mapped from,2025-12-05,2099-12-31,
2082499959,2082499959,Maps to,2025-12-05,2099-12-31,
2082499959,2082499959,Mapped from,2025-12-05,2099-12-31,
2082499960,2081500030,Mapped from,2025-12-05,2099-12-31,
2082499960,2082499960,Maps to,2025-12-05,2099-12-31,
2082499960,2082499960,Mapped from,2025-12-05,2099-12-31,
2082499961,2081500015,Mapped from,2025-12-05,2099-12-31,
2082499961,2082499961,Maps to,2025-12-05,2099-12-31,
2082499961,2082499961,Mapped from,2025-12-05,2099-12-31,
2082499962,2081500013,Mapped from,2025-12-05,2099-12-31,
2082499962,2082499962,Mapped from,2025-12-05,2099-12-31,
2082499962,2082499962,Maps to,2025-12-05,2099-12-31,
2082499963,2081500010,Mapped from,2025-12-05,2099-12-31,
2082499963,2082499963,Maps to,2025-12-05,2099-12-31,
2082499963,2082499963,Mapped from,2025-12-05,2099-12-31,
2082499964,2081500003,Mapped from,2025-12-05,2099-12-31,
2082499964,2082499964,Maps to,2025-12-05,2099-12-31,
2082499964,2082499964,Mapped from,2025-12-05,2099-12-31,
2082499965,2081500004,Mapped from,2025-12-05,2099-12-31,
2082499965,2082499965,Maps to,2025-12-05,2099-12-31,
2082499965,2082499965,Mapped from,2025-12-05,2099-12-31,
2082499966,2081500048,Mapped from,2025-12-05,2099-12-31,
2082499966,2082499966,Mapped from,2025-12-05,2099-12-31,
2082499966,2082499966,Maps to,2025-12-05,2099-12-31,
2082499967,2081500021,Mapped from,2025-12-05,2099-12-31,
2082499967,2082499967,Mapped from,2025-12-05,2099-12-31,
2082499967,2082499967,Maps to,2025-12-05,2099-12-31,
2082499968,2081500036,Mapped from,2025-12-05,2099-12-31,
2082499968,2082499968,Mapped from,2025-12-05,2099-12-31,
2082499968,2082499968,Maps to,2025-12-05,2099-12-31,
2082499969,2081500035,Mapped from,2025-12-05,2099-12-31,
2082499969,2082499969,Mapped from,2025-12-05,2099-12-31,
2082499969,2082499969,Maps to,2025-12-05,2099-12-31,
2082499970,2081500014,Mapped from,2025-12-05,2099-12-31,
2082499970,2082499970,Maps to,2025-12-05,2099-12-31,
2082499970,2082499970,Mapped from,2025-12-05,2099-12-31,
2082499971,2081500027,Mapped from,2025-12-05,2099-12-31,
2082499971,2082499971,Maps to,2025-12-05,2099-12-31,
2082499971,2082499971,Mapped from,2025-12-05,2099-12-31,
2082499972,2081500028,Mapped from,2025-12-05,2099-12-31,
2082499972,2082499972,Mapped from,2025-12-05,2099-12-31,
2082499972,2082499972,Maps to,2025-12-05,2099-12-31,
2082499973,2081500032,Mapped from,2025-12-05,2099-12-31,
2082499973,2082499973,Maps to,2025-12-05,2099-12-31,
2082499973,2082499973,Mapped from,2025-12-05,2099-12-31,
2082499974,2081500026,Mapped from,2025-12-05,2099-12-31,
2082499974,2082499974,Maps to,2025-12-05,2099-12-31,
2082499974,2082499974,Mapped from,2025-12-05,2099-12-31,
2082499975,2081500051,Mapped from,2025-12-05,2099-12-31,
2082499975,2082499975,Mapped from,2025-12-05,2099-12-31,
2082499975,2082499975,Maps to,2025-12-05,2099-12-31,
2082499976,2081500001,Mapped from,2025-12-05,2099-12-31,
2082499976,2082499976,Mapped from,2025-12-05,2099-12-31,
2082499976,2082499976,Maps to,2025-12-05,2099-12-31,
2082499977,2081500046,Mapped from,2025-12-05,2099-12-31,
2082499977,2082499977,Mapped from,2025-12-05,2099-12-31,
2082499977,2082499977,Maps to,2025-12-05,2099-12-31,
2082499978,2081500017,Mapped from,2025-12-05,2099-12-31,
2082499978,2082499978,Maps to,2025-12-05,2099-12-31,
2082499978,2082499978,Mapped from,2025-12-05,2099-12-31,
2082499979,2081500031,Mapped from,2025-12-05,2099-12-31,
2082499979,2082499979,Mapped from,2025-12-05,2099-12-31,
2082499979,2082499979,Maps to,2025-12-05,2099-12-31,
2082499980,2081500044,Mapped from,2025-12-05,2099-12-31,
2082499980,2082499980,Maps to,2025-12-05,2099-12-31,
2082499980,2082499980,Mapped from,2025-12-05,2099-12-31,
2082499981,2081500041,Mapped from,2025-12-05,2099-12-31,
2082499981,2082499981,Mapped from,2025-12-05,2099-12-31,
2082499981,2082499981,Maps to,2025-12-05,2099-12-31,
2082499982,2081500043,Mapped from,2025-12-05,2099-12-31,
2082499982,2082499982,Maps to,2025-12-05,2099-12-31,
2082499982,2082499982,Mapped from,2025-12-05,2099-12-31,
2082499983,2081500037,Mapped from,2025-12-05,2099-12-31,
2082499983,2082499983,Maps to,2025-12-05,2099-12-31,
2082499983,2082499983,Mapped from,2025-12-05,2099-12-31,
2082499984,2081500008,Mapped from,2025-12-05,2099-12-31,
2082499984,2082499984,Mapped from,2025-12-05,2099-12-31,
2082499984,2082499984,Maps to,2025-12-05,2099-12-31,
2082499985,2081500020,Mapped from,2025-12-05,2099-12-31,
2082499985,2082499985,Mapped from,2025-12-05,2099-12-31,
2082499985,2082499985,Maps to,2025-12-05,2099-12-31,
2082499986,2081500018,Mapped from,2025-12-05,2099-12-31,
2082499986,2082499986,Mapped from,2025-12-05,2099-12-31,
2082499986,2082499986,Maps to,2025-12-05,2099-12-31,
2082499987,2081500006,Mapped from,2025-12-05,2099-12-31,
2082499987,2082499987,Mapped from,2025-12-05,2099-12-31,
2082499987,2082499987,Maps to,2025-12-05,2099-12-31,
2082499988,2081500022,Mapped from,2025-12-05,2099-12-31,
2082499988,2082499988,Maps to,2025-12-05,2099-12-31,
2082499988,2082499988,Mapped from,2025-12-05,2099-12-31,
2082499989,2081500033,Mapped from,2025-12-05,2099-12-31,
2082499989,2082499989,Maps to,2025-12-05,2099-12-31,
2082499989,2082499989,Mapped from,2025-12-05,2099-12-31,
2082499990,2081500034,Mapped from,2025-12-05,2099-12-31,
2082499990,2082499990,Mapped from,2025-12-05,2099-12-31,
2082499990,2082499990,Maps to,2025-12-05,2099-12-31,
